Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	960
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	1114	1628.27	591.238	
	1115	1627.74	591.07	
	1116	1627.2	590.918	
	1117	1626.58	590.727	
	1118	1626.05	590.574	
	1119	1625.46	590.313	
	1120	1625.03	590.184	
	1121	1624.5	589.996	
	1122	1623.97	589.863	
	1123	1623.42	589.684	
	1124	1622.95	589.559	
	1125	1622.3	589.184	
	1126	1621.87	589.055	
	1127	1621.34	588.879	
	1128	1620.75	588.867	
	1129	1620.22	588.629	
	1130	1619.62	588.402	
	1131	1619.14	588.172	
	1132	1618.58	588.004	
	1133	1618.13	587.773	
	1134	1617.71	587.613	
	1135	1617.71	587.617	
	1136	1617.58	587.613	
	1137	1617.59	587.609	
	1138	1617.71	587.637	
	1139	1617.71	587.641	
	1140	1617.71	587.652	
	1141	1617.71	587.66	
	1142	1617.76	587.656	
	1143	1617.77	587.652	
	1144	1617.79	587.641	
	1145	1617.79	587.641	
	1146	1617.77	587.645	
	1147	1617.74	587.641	
	1148	1617.71	587.633	
	1149	1617.71	587.629	
	1150	1617.71	587.621	
	1151	1617.71	587.629	
	1152	1617.71	587.625	
	1153	1617.71	587.621	
	1154	1617.71	587.625	
	1155	1617.71	587.621	
	1156	1617.71	587.617	
	1157	1617.71	587.621	
	1158	1617.71	587.617	
	1159	1617.71	587.617	
	1160	1617.71	587.617	
	1161	1617.71	587.621	
	1162	1617.71	587.613	
	1163	1617.71	587.617	
	1164	1617.71	587.617	
	1165	1617.71	587.617	
	1166	1617.71	587.617	
	1167	1617.71	587.617	
	1168	1617.71	587.617	
	1169	1617.71	587.613	
	1170	1617.72	587.617	
	1171	1617.72	587.621	
	1172	1617.76	587.633	
	1173	1617.78	587.633	
	1174	1617.78	587.633	
	1175	1617.76	587.637	
	1176	1617.71	587.625	
	1177	1617.71	587.617	
	1178	1617.71	587.617	
	1179	1617.71	587.613	
	1180	1617.71	587.617	
	1181	1617.71	587.613	
	1182	1617.71	587.617	
	1183	1617.71	587.617	
	1184	1617.71	587.617	
	1185	1617.71	587.617	
	1186	1617.71	587.617	
	1187	1617.71	587.617	
	1188	1617.71	587.617	
	1189	1617.71	587.617	
	1190	1617.71	587.617	
	1191	1617.71	587.617	
	1192	1617.71	587.613	
	1193	1617.71	587.617	
	1194	1617.71	587.613	
	1195	1617.71	587.617	
	1196	1617.71	587.617	
	1197	1617.71	587.617	
	1198	1617.71	587.609	
	1199	1617.71	587.617	
	1200	1617.71	587.621	
	1201	1617.71	587.621	
	1202	1618.33	587.93	
	1203	1619.06	588.277	
	1204	1619.82	588.637	
	1205	1620.48	588.996	
	1206	1621.24	589.328	
	1207	1621.99	589.676	
	1208	1622.67	590.016	
	1209	1623.39	590.348	
	1210	1624.16	590.699	
	1211	1624.88	591.035	
	1212	1625.57	591.355	
	1213	1626.35	591.695	
	1214	1627.07	592.031	
	1215	1627.71	592.313	
	1216	1628.52	592.656	
	1217	1629.28	592.934	
	1218	1630.03	593.258	
	1219	1630.79	593.586	
	1220	1631.52	593.914	
	1221	1632.27	594.215	
	1222	1633.09	594.523	
	1223	1633.83	594.852	
	1224	1634.57	595.191	
	1225	1635.38	595.48	
	1226	1636.16	595.777	
	1227	1636.89	596.188	
	1228	1637.66	596.457	
	1229	1638.5	596.734	
	1230	1639.32	597.168	
	1231	1639.96	597.383	
	1232	1640.75	597.656	
	1233	1641.58	598.125	
	1234	1642.35	598.316	
	1235	1643.09	598.563	
	1236	1643.81	598.77	
	1237	1644.66	599.266	
	1238	1645.48	599.484	
	1239	1646.31	599.68	
	1240	1646.95	600.199	
	1241	1647.79	600.398	
	1242	1648.63	600.598	
	1243	1649.46	600.75	
	1244	1650.13	601.313	
	1245	1650.94	601.488	
	1246	1651.71	601.652	
	1247	1652.6	602.246	
	1248	1653.49	602.379	
	1249	1654.29	602.535	
	1250	1654.86	602.676	
	1251	1655.76	603.324	
	1252	1656.7	603.449	
	1253	1657.55	603.59	
	1254	1658.43	603.652	
	1255	1658.98	604.367	
	1256	1659.89	604.473	
	1257	1660.71	604.625	
	1258	1661.55	605.297	
	1259	1662.52	605.375	
	1260	1663.43	605.465	
	1261	1663.91	605.586	
	1262	1664.77	606.34	
	1263	1665.68	606.41	
	1264	1666.58	606.473	
	1265	1667.5	606.523	
	1266	1667.94	607.328	
	1267	1668.88	607.395	
	1268	1669.76	607.453	
	1269	1670.65	607.488	
	1270	1671.59	607.559	
	1271	1672.49	608.383	
	1272	1672.94	608.41	
	1273	1673.88	608.406	
	1274	1674.8	608.5	
	1275	1675.65	609.406	
	1276	1676.56	609.402	
	1277	1677.55	608.641	
	1278	1677.91	609.426	
	1279	1678.84	609.504	
	1280	1679.71	609.582	
	1281	1680.66	609.605	
	1282	1681.62	609.617	
	1283	1682.55	610.445	
	1284	1682.88	610.523	
	1285	1683.83	610.578	
	1286	1684.78	610.59	
	1287	1684.89	611.418	
	1288	1685.65	611.516	
	1289	1685.89	611.582	
	1290	1686.6	612.422	
	1291	1686.75	612.504	
	1292	1687.58	612.535	
	1293	1687.68	613.414	
