Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	960
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Confidence
	Frame	percent	
	4238	85.663	
	4239	87.0044	
	4240	92.7374	
	4241	92.3413	
	4242	90.8189	
	4243	78.5132	
	4244	90.2121	
	4245	87.3164	
	4246	81.369	
	4247	78.5731	
	4248	79.0909	
	4249	87.3635	
	4250	86.944	
	4251	87.9233	
	4252	87.2881	
	4253	84.9993	
	4254	85.0662	
	4255	82.2931	
	4256	94.2066	
	4257	93.2048	
	4258	93.905	
	4259	93.8499	
	4260	94.0573	
	4261	100	
	4262	95.2707	
	4263	92.1585	
	4264	89.7071	
	4265	92.2341	
	4266	87.1099	
	4267	77.2548	
	4268	78.5839	
	4269	83.2094	
	4270	92.7875	
	4271	85.4949	
	4272	78.1621	
	4273	67.4184	
	4274	77.3439	
	4275	74.2565	
	4276	70.8466	
	4277	74.3859	
	4278	77.2624	
	4279	81.5065	
	4280	82.9961	
	4281	83.6361	
	4282	86.9154	
	4283	81.696	
	4284	80.9964	
	4285	81.888	
	4286	81.5003	
	4287	81.1949	
	4288	81.1121	
	4289	99.7157	
	4290	99.5038	
	4291	99.3029	
	4292	100	
	4293	98.5868	
	4294	98.1389	
	4295	95.6899	
	4296	95.4692	
	4297	92.15	
	4298	90.2827	
	4299	87.4052	
	4300	89.2074	
	4301	94.1361	
	4302	96.9757	
	4303	96.3801	
	4304	90.2509	
	4305	85.8528	
	4306	94.2718	
	4307	91.3637	
	4308	87.0945	
	4309	86.2616	
	4310	84.6926	
	4311	96.101	
	4312	97.2556	
	4313	96.7292	
	4314	92.5002	
	4315	92.526	
	4316	93.6761	
	4317	93.1806	
	4318	89.0154	
	4319	86.83	
	4320	88.94	
	4321	88.3357	
	4322	85.9948	
	4323	84.9103	
	4324	82.0596	
	4325	96.0191	
	4326	91.9788	
	4327	86.9915	
	4328	86.2264	
	4329	88.9506	
	4330	87.5094	
	4331	80.0787	
	4332	100	
	4333	99.6316	
	4334	99.0297	
	4335	97.8532	
	4336	96.7225	
	4337	97.1249	
	4338	97.6511	
	4339	96.6289	
	4340	96.2896	
	4341	95.8745	
	4342	97.3899	
	4343	97.5849	
	4344	97.1142	
	4345	88.1593	
	4346	97.5834	
	4347	98.1347	
	4348	98.6625	
	4349	98.7696	
	4350	100	
	4351	94.382	
	4352	91.3448	
	4353	87.0535	
	4354	85.4745	
	4355	81.1421	
	4356	99.5174	
	4357	99.5035	
	4358	98.7338	
	4359	97.2531	
	4360	93.8561	
	4361	86.5974	
	4362	90.041	
	4363	89.6271	
	4364	89.0472	
	4365	89.1467	
	4366	89.2269	
	4367	88.9604	
	4368	100	
	4369	82.9343	
	4370	97.1924	
	4371	93.1168	
	4372	91.022	
	4373	85.9957	
	4374	81.7708	
	4375	76.4794	
	4376	69.8821	
	4377	62.9723	
	4378	45.9799	
	4379	59.0593	
	4380	69.7204	
	4381	66.435	
	4382	61.0617	
	4383	54.248	
	4384	44.9166	
	4385	43.0323	
	4386	40.5034	
	4387	58.6832	
	4388	46.9623	
	4389	57.9167	
	4390	64.1976	
	4391	100	
	4392	99.3211	
	4393	91.395	
	4394	88.4938	
	4395	90.112	
	4396	93.1648	
	4397	93.0428	
	4398	93.2418	
	4399	93.2049	
	4400	93.0505	
	4401	100	
	4402	87.8777	
	4403	86.8842	
	4404	79.3955	
	4405	32.4246	
	4406	71.0642	
	4407	56.1849	
	4408	87.2784	
	4409	89.3995	
	4410	89.7277	
	4411	87.1316	
	4412	87.9936	
	4413	85.9056	
	4414	93.1853	
	4415	88.4103	
	4416	90.4482	
	4417	85.3975	
	4418	97.5753	
	4419	90.4889	
	4420	97.7905	
	4421	95.6104	
	4422	91.0646	
	4423	85.8372	
	4424	84.0995	
	4425	99.2233	
	4426	97.1367	
	4427	94.4481	
	4428	92.0455	
	4429	87.5998	
	4430	85.0662	
	4431	82.6666	
	4432	89.204	
	4433	89.8691	
	4434	100	
	4435	91.8862	
	4436	89.5806	
	4437	91.069	
	4438	91.7224	
	4439	93.1415	
	4440	92.9346	
	4441	92.2551	
	4442	91.0724	
	4443	90.192	
	4444	88.7875	
	4445	88.7346	
	4446	88.8929	
	4447	88.6439	
	4448	88.2109	
	4449	92.4822	
	4450	91.2465	
	4451	80.2377	
	4452	95.5277	
	4453	89.9088	
	4454	90.1255	
	4455	89.0258	
	4456	94.7077	
	4457	88.2564	
	4458	90.0918	
	4459	83.4504	
	4460	81.7843	
	4461	88.0033	
	4462	93.0756	
	4463	95.4955	
	4464	95.3175	
	4465	95.9682	
	4466	95.4594	
	4467	96.1294	
	4468	96.0228	
	4469	95.6015	
	4470	92.3203	
	4471	92.1948	
	4472	95.7682	
	4473	95.9984	
	4474	94.3122	
	4475	94.0771	
	4476	94.9175	
	4477	95.1527	
	4478	95.1357	
	4479	96.295	
	4480	96.1603	
	4481	95.2392	
	4482	95.5962	
	4483	93.8693	
	4484	94.7977	
	4485	94.5745	
	4486	93.5314	
	4487	88.615	
	4488	86.119	
	4489	89.9352	
	4490	86.5112	
	4491	88.3633	
	4492	86.9111	
	4493	83.856	
	4494	98.796	
	4495	96.6689	
	4496	94.1879	
	4497	90.5076	
	4498	88.3422	
	4499	86.8844	
	4500	87.5272	
	4501	88.8011	
	4502	89.0167	
	4503	89.3592	
	4504	89.21	
	4505	88.6947	
	4506	89.2952	
	4507	88.4471	
	4508	88.8868	
	4509	88.7605	
	4510	89.9999	
	4511	93.0374	
	4512	93.7095	
	4513	93.8358	
	4514	93.5972	
	4515	92.9779	
	4516	86.2264	
	4517	90.9111	
	4518	94.0119	
	4519	89.1047	
	4520	86.9109	
	4521	85.9908	
	4522	98.5274	
	4523	98.2896	
	4524	96.2372	
	4525	94.6047	
	4526	90.3634	
	4527	85.8787	
	4528	83.7601	
	4529	81.7684	
	4530	98.236	
	4531	95.4731	
	4532	91.0995	
	4533	86.8086	
	4534	85.6262	
	4535	82.2497	
	4536	84.5686	
	4537	94.6255	
	4538	84.8685	
	4539	88.4408	
	4540	90.9552	
	4541	91.7874	
	4542	91.4057	
	4543	93.796	
	4544	93.9761	
	4545	96.0416	
	4546	95.8608	
	4547	96.7156	
	4548	95.4366	
	4549	95.1884	
	4550	94.6677	
	4551	96.8093	
	4552	98.2629	
	4553	96.9824	
	4554	95.6451	
	4555	92.9457	
	4556	90.8483	
	4557	88.0294	
	4558	86.954	
	4559	88.3444	
	4560	87.1227	
	4561	88.9895	
	4562	92.1449	
	4563	92.9496	
	4564	91.7804	
	4565	90.9887	
	4566	92.0968	
	4567	93.3759	
	4568	93.5845	
	4569	93.0008	
	4570	93.074	
	4571	94.383	
	4572	94.9061	
	4573	94.575	
	4574	94.801	
	4575	94.1899	
	4576	93.2289	
	4577	89.6312	
	4578	88.2831	
	4579	94.1064	
	4580	95.5443	
	4581	90.0706	
	4582	92.1842	
	4583	91.6302	
	4584	90.5151	
	4585	90.6783	
	4586	94.4122	
	4587	95.9646	
	4588	96.6964	
	4589	96.5904	
	4590	96.8767	
	4591	96.0981	
	4592	95.7742	
	4593	94.4387	
	4594	95.936	
	4595	94.9657	
	4596	94.9957	
	4597	94.7996	
	4598	93.9268	
	4599	94.5644	
	4600	94.6081	
	4601	95.3882	
	4602	93.9225	
	4603	95.7149	
	4604	95.2681	
	4605	95.6889	
	4606	95.0256	
	4607	95.3066	
	4608	95.545	
	4609	95.6746	
	4610	95.4753	
	4611	95.602	
	4612	95.3063	
	4613	94.9346	
	4614	95.0942	
	4615	95.5767	
	4616	95.5787	
	4617	95.2828	
	4618	95.4025	
	4619	95.3989	
	4620	95.0285	
	4621	94.6341	
	4622	95.0542	
	4623	100	
	4624	99.3325	
	4625	97.3633	
	4626	93.2712	
	4627	93.126	
	4628	92.3483	
	4629	92.7151	
	4630	92.4741	
	4631	92.7641	
	4632	92.9135	
	4633	93.5625	
	4634	96.4322	
	4635	96.8913	
	4636	97.7335	
	4637	97.2793	
	4638	95.548	
	4639	96.276	
	4640	95.8959	
	4641	94.3359	
	4642	91.6977	
	4643	86.8684	
	4644	88.9605	
	4645	85.8963	
	4646	94.0055	
	4647	90.1758	
	4648	87.7978	
	4649	84.4322	
	4650	85.4606	
	4651	86.3	
	4652	85.4075	
	4653	88.5897	
	4654	89.7089	
	4655	89.099	
	4656	87.2431	
	4657	84.4434	
	4658	81.3472	
	4659	97.396	
	4660	97.0476	
	4661	97.2019	
	4662	96.4208	
	4663	96.0102	
	4664	95.6254	
	4665	94.652	
	4666	95.5412	
	4667	94.4641	
	4668	94.1118	
	4669	93.449	
	4670	90.3205	
	4671	88.1517	
	4672	84.032	
	4673	98.7638	
	4674	96.0588	
	4675	90.1055	
	4676	82.7039	
	4677	89.9615	
	4678	97.7832	
	4679	96.5357	
	4680	91.8153	
	4681	91.953	
	4682	89.4271	
	4683	92.0707	
	4684	92.1436	
	4685	92.6895	
	4686	93.8702	
	4687	95.1313	
	4688	94.5088	
	4689	94.0918	
	4690	94.0812	
	4691	93.3729	
	4692	90.99	
	4693	93.8221	
	4694	92.6247	
	4695	91.6392	
	4696	92.3952	
	4697	95.6455	
	4698	95.0763	
	4699	94.3499	
	4700	90.957	
	4701	90.6255	
	4702	90.6651	
	4703	90.1794	
	4704	90.6535	
	4705	90.8403	
	4706	90.7822	
	4707	90.5558	
	4708	91.4475	
	4709	92.613	
	4710	94.1389	
	4711	94.7228	
	4712	100	
	4713	99.613	
	4714	99.6453	
	4715	99.6406	
	4716	99.5631	
	4717	99.6217	
	4718	99.6683	
	4719	99.539	
	4720	99.6531	
	4721	99.5511	
	4722	99.4967	
	4723	99.3323	
	4724	98.9696	
	4725	99.0414	
	4726	99.4866	
	4727	98.8902	
	4728	98.7371	
	4729	97.5232	
	4730	96.8295	
	4731	95.7656	
	4732	95.3643	
	4733	94.5574	
	4734	93.7417	
	4735	91.7901	
	4736	91.33	
	4737	92.7664	
	4738	94.8614	
	4739	98.2097	
	4740	97.8342	
	4741	99.2859	
	4742	98.0452	
	4743	98.6184	
	4744	98.9088	
	4745	97.4501	
	4746	98.6998	
	4747	95.7481	
	4748	96.404	
	4749	99.557	
	4750	99.4075	
	4751	99.5512	
	4752	99.6132	
	4753	99.5873	
	4754	95.8178	
	4755	98.9155	
	4756	98.987	
	4757	98.5827	
	4758	98.7901	
	4759	98.7661	
	4760	98.8389	
	4761	98.5376	
	4762	97.9968	
	4763	97.7365	
	4764	97.261	
	4765	96.3927	
	4766	94.4718	
	4767	91.6174	
	4768	94.2881	
	4769	95.1913	
	4770	94.5237	
	4771	93.6894	
	4772	94.8264	
	4773	95.0226	
	4774	92.6764	
	4775	91.5571	
	4776	91.6405	
	4777	93.555	
	4778	71.1243	
	4779	85.2368	
	4780	95.7699	
	4781	94.6543	
	4782	94.0235	
	4783	94.7213	
	4784	91.2079	
	4785	100	
	4786	79.3088	
	4787	90.9575	
	4788	92.7559	
	4789	90.3099	
	4790	89.5585	
	4791	83.5372	
	4792	86.8853	
	4793	80.5638	
	4794	96.8205	
	4795	96.76	
	4796	96.6912	
	4797	95.0483	
	4798	93.9516	
	4799	93.8782	
	4800	93.8217	
	4801	91.7821	
	4802	94.2464	
	4803	93.0618	
	4804	89.5501	
	4805	92.7996	
	4806	93.2997	
	4807	91.7759	
	4808	89.9934	
	4809	92.7363	
	4810	91.6298	
	4811	92.6218	
	4812	91.4085	
	4813	92.7245	
	4814	91.7184	
	4815	96.0059	
	4816	94.4774	
	4817	94.4282	
	4818	90.8526	
	4819	91.2759	
	4820	93.6152	
	4821	93.5067	
	4822	91.0346	
	4823	88.4658	
	4824	85.8053	
	4825	87.7831	
	4826	96.2413	
	4827	94.9707	
	4828	98.7365	
	4829	99.4731	
	4830	98.9041	
	4831	99.194	
	4832	99.1545	
	4833	99.3588	
	4834	99.2773	
	4835	99.2375	
	4836	99.1146	
	4837	99.1533	
	4838	99.2081	
	4839	99.1724	
	4840	99.1913	
	4841	99.236	
	4842	99.1988	
	4843	99.4921	
	4844	99.1333	
	4845	98.5322	
	4846	98.4831	
	4847	97.6968	
	4848	98.1495	
	4849	98.5166	
	4850	97.7345	
	4851	97.3055	
	4852	99.6353	
	4853	99.5694	
	4854	96.9518	
	4855	96.0981	
	4856	97.0757	
	4857	89.346	
	4858	98.3487	
	4859	98.9334	
	4860	99.0132	
	4861	98.8456	
	4862	99.3442	
	4863	99.5204	
	4864	99.7324	
	4865	99.1081	
	4866	95.2287	
	4867	98.0659	
	4868	96.8348	
	4869	98.7267	
	4870	98.8991	
	4871	99.2543	
	4872	98.1246	
	4873	94.9108	
	4874	94.3792	
	4875	98.234	
	4876	97.3002	
	4877	85.1371	
	4878	84.2003	
	4879	97.8438	
	4880	91.209	
	4881	87.3248	
	4882	98.7939	
	4883	98.7869	
	4884	98.093	
	4885	98.0943	
	4886	98.13	
	4887	98.2875	
	4888	99.1305	
	4889	98.7296	
	4890	98.6636	
	4891	98.358	
	4892	100	
	4893	99.4453	
	4894	98.5277	
	4895	95.9396	
	4896	93.9837	
	4897	94.9458	
	4898	94.3945	
	4899	95.971	
	4900	95.4838	
	4901	94.6231	
	4902	92.2178	
	4903	93.9933	
	4904	95.8965	
	4905	96.8446	
	4906	97.2521	
	4907	97.2652	
	4908	96.5701	
	4909	96.9046	
	4910	96.5486	
	4911	96.6984	
	4912	96.8941	
	4913	96.9408	
	4914	96.7642	
	4915	97.2693	
	4916	96.6394	
	4917	97.1664	
	4918	96.8358	
	4919	96.6759	
	4920	96.1875	
	4921	96.1415	
	4922	95.8572	
	4923	95.842	
	4924	94.8472	
	4925	94.6744	
	4926	94.9073	
	4927	96.0187	
	4928	95.7874	
	4929	96.1719	
	4930	96.2237	
	4931	95.4523	
	4932	95.6733	
	4933	96.1338	
	4934	95.7878	
	4935	95.6956	
	4936	95.4024	
	4937	95.6712	
	4938	95.9238	
	4939	95.7505	
	4940	95.5451	
	4941	95.291	
	4942	95.3546	
	4943	95.3374	
	4944	95.2205	
	4945	95.0815	
	4946	94.9557	
	4947	94.5198	
	4948	94.6774	
	4949	93.9291	
	4950	94.6182	
	4951	94.6662	
	4952	94.9161	
	4953	95.0022	
	4954	95.7934	
	4955	96.0475	
	4956	96.1483	
	4957	95.8406	
	4958	95.5679	
	4959	95.3595	
	4960	94.3133	
	4961	94.312	
	4962	94.4684	
	4963	93.0244	
	4964	93.1809	
	4965	93.6353	
	4966	93.2415	
	4967	93.8525	
	4968	94.3702	
	4969	95.8082	
	4970	97.1658	
	4971	95.8106	
	4972	93.3685	
	4973	92.9186	
	4974	92.7233	
	4975	92.5588	
	4976	93.6145	
	4977	93.2175	
	4978	92.7635	
	4979	92.8505	
	4980	92.8113	
	4981	93.3535	
	4982	93.8926	
	4983	93.8646	
	4984	93.9373	
	4985	94.016	
	4986	93.7949	
	4987	94.0855	
	4988	94.1768	
	4989	94.2919	
	4990	93.4739	
	4991	94.2042	
	4992	93.8859	
	4993	94.0569	
	4994	94.0085	
	4995	93.6052	
	4996	93.7746	
	4997	93.6951	
	4998	94.2467	
	4999	94.2045	
	5000	93.8608	
	5001	93.8552	
	5002	93.9053	
	5003	92.5761	
	5004	92.5627	
	5005	92.652	
	5006	92.8486	
	5007	92.3604	
	5008	92.5502	
	5009	92.7109	
	5010	91.998	
	5011	90.921	
	5012	90.9531	
	5013	90.6815	
	5014	90.5829	
	5015	91.6287	
	5016	90.4495	
	5017	90.9326	
	5018	87.8782	
	5019	88.7334	
	5020	87.9723	
	5021	89.3034	
	5022	91.0264	
	5023	90.9164	
	5024	90.1673	
	5025	88.6636	
	5026	88.2352	
	5027	86.3685	
	5028	83.6422	
	5029	83.7861	
	5030	84.1537	
	5031	84.6035	
	5032	84.6763	
	5033	84.0562	
	5034	84.838	
	5035	82.8689	
	5036	88.3585	
	5037	89.0161	
	5038	89.8706	
	5039	91.1295	
	5040	90.9477	
	5041	92.5781	
	5042	93.4215	
	5043	94.2582	
	5044	93.9189	
	5045	92.8407	
	5046	91.7478	
	5047	92.2379	
	5048	92.6068	
	5049	92.0531	
	5050	91.2443	
	5051	92.6656	
	5052	92.5531	
	5053	91.9275	
	5054	92.5209	
	5055	91.8681	
	5056	92.0706	
	5057	90.5972	
	5058	90.398	
	5059	92.1518	
	5060	90.3447	
	5061	92.7197	
	5062	93.2192	
	5063	92.2997	
	5064	93.282	
	5065	94.4103	
	5066	96.2794	
	5067	95.6526	
	5068	91.7651	
	5069	86.7654	
	5070	82.1082	
	5071	80.2585	
	5072	96.2013	
	5073	90.4487	
	5074	93.7008	
	5075	83.4348	
	5076	82.4782	
	5077	88.9705	
	5078	87.1477	
	5079	84.4994	
	5080	94.8059	
	5081	52.8708	
	5082	20.849	
	5083	33.6743	
	5084	26.3302	
	5085	100	
	5086	92.1091	
	5087	80.5473	
	5088	89.7933	
	5089	96.2197	
	5090	100	
	5091	96.8386	
	5092	93.9797	
	5093	90.4879	
	5094	88.1938	
	5095	90.2997	
	5096	90.5879	
	5097	89.9783	
	5098	91.0474	
	5099	91.0863	
	5100	89.1384	
	5101	90.4328	
	5102	89.8734	
	5103	88.4711	
	5104	90.3148	
	5105	90.7374	
	5106	91.0146	
	5107	89.704	
	5108	89.0881	
	5109	89.0971	
	5110	90.3139	
	5111	91.086	
	5112	92.9832	
	5113	91.0893	
	5114	88.5731	
	5115	87.1699	
	5116	89.781	
	5117	90.0296	
	5118	94.5922	
	5119	94.1633	
	5120	89.8637	
	5121	93.7478	
	5122	79.9747	
	5123	85.5869	
	5124	85.3968	
	5125	87.213	
	5126	89.841	
	5127	91.6371	
	5128	85.964	
	5129	92.8722	
	5130	82.1087	
	5131	74.5978	
	5132	79.1386	
	5133	84.7832	
	5134	81.3576	
	5135	81.0097	
	5136	91.8725	
	5137	85.6716	
	5138	91.6287	
	5139	91.3706	
	5140	91.5082	
	5141	90.0369	
	5142	82.6965	
	5143	88.4729	
	5144	80.1039	
	5145	91.2097	
	5146	91.8198	
	5147	92.292	
	5148	90.9554	
	5149	91.2164	
	5150	90.5358	
	5151	82.9727	
	5152	92.8956	
	5153	93.1322	
	5154	87.4886	
	5155	94.088	
	5156	93.9467	
	5157	95.2807	
	5158	95.3256	
	5159	93.7934	
	5160	93.2187	
	5161	93.6346	
	5162	93.4108	
	5163	100	
	5164	86.6487	
	5165	96.6236	
	5166	96.7209	
	5167	93.0024	
	5168	87.7625	
	5169	100	
	5170	100	
	5171	100	
	5172	100	
	5173	100	
	5174	97.767	
	5175	94.8864	
	5176	92.6492	
	5177	89.525	
	5178	87.1078	
	5179	85.7142	
	5180	84.8289	
	5181	90.9499	
	5182	90.8269	
	5183	90.464	
	5184	85.7952	
	5185	86.4976	
	5186	83.4882	
	5187	81.0368	
	5188	80.3435	
	5189	84.2667	
	5190	83.1609	
	5191	83.6573	
	5192	83.2217	
	5193	82.4535	
	5194	90.2083	
	5195	81.033	
	5196	82.0733	
	5197	95.5263	
	5198	94.7898	
	5199	94.4202	
	5200	86.3359	
	5201	95.735	
	5202	100	
	5203	82.6069	
	5204	78.0918	
	5205	58.5078	
	5206	3.79658	
	5207	2.68469	
	5208	100	
	5209	100	
	5210	100	
	5211	100	
	5212	100	
	5213	100	
	5214	100	
	5215	100	
	5216	100	
	5217	100	
	5218	100	
	5219	100	
	5220	99.8439	
	5221	99.9539	
	5222	99.9731	
	5223	99.9753	
	5224	99.9932	
	5225	99.9932	
	5226	100	
	5227	100	
	5228	100	
	5229	100	
	5230	100	
	5231	100	
	5232	100	
	5233	100	
	5234	98.5434	
	5235	95.7486	
	5236	96.7566	
	5237	93.6092	
	5238	91.2021	
	5239	83.6868	
	5240	92.4434	
	5241	87.352	
	5242	81.8336	
	5243	81.6342	
	5244	82.6803	
	5245	86.8659	
	5246	87.818	
	5247	91.7578	
	5248	87.967	
	5249	87.3164	
	5250	80.3497	
	5251	95.9034	
	5252	89.7002	
	5253	88.2075	
	5254	84.6409	
	5255	84.8004	
	5256	83.6308	
	5257	80.771	
	5258	82.2352	
	5259	84.3064	
	5260	88.9397	
	5261	81.1511	
	5262	89.9998	
	5263	61.9086	
	5264	4.64585	
	5265	0.169756	
	5266	0	
	5267	0	
	5268	0	
	5269	0	
	5270	0	
	5271	0	
	5272	0	
	5273	0	
	5274	0.0535095	
	5275	59.6442	
	5276	77.0345	
	5277	70.2818	
	5278	100	
	5279	97.8828	
	5280	85.0337	
	5281	94.553	
	5282	97.502	
	5283	95.1561	
	5284	95.1561	
	5285	25.8025	
	5286	22.4452	
	5287	14.2639	
	5288	41.6733	
	5289	45.7593	
	5290	45.7593	
	5291	45.7593	
	5292	45.7593	
	5293	90.8541	
	5294	96.4351	
	5295	95.5472	
	5296	96.3951	
	5297	98.1241	
	5298	98.3595	
	5299	98.9107	
	5300	98.1043	
	5301	98.1613	
	5302	93.2318	
	5303	95.5486	
	5304	96.6717	
	5305	98.7181	
	5306	98.509	
	5307	95.9824	
	5308	96.9962	
	5309	97.3208	
	5310	89.0858	
	5311	96.3727	
	5312	93.5039	
	5313	94.9971	
	5314	94.9815	
	5315	100	
	5316	98.4687	
	5317	97.267	
	5318	97.3955	
	5319	98.3171	
	5320	98.0529	
	5321	96.0681	
	5322	93.5564	
	5323	90.7032	
	5324	90.6913	
	5325	83.5542	
	5326	85.2905	
	5327	89.0886	
	5328	84.0743	
	5329	81.4168	
	5330	95.8105	
	5331	85.24	
	5332	85.6384	
	5333	96.301	
	5334	92.0675	
	5335	100	
	5336	98.3388	
	5337	96.298	
	5338	95.3982	
	5339	95.6783	
	5340	90.702	
	5341	92.9198	
	5342	93.5283	
	5343	84.9019	
	5344	85.901	
	5345	82.2909	
	5346	84.9282	
	5347	83.1847	
	5348	85.2709	
	5349	84.6495	
	5350	97.322	
	5351	92.1066	
	5352	93.0755	
	5353	61.3167	
	5354	60.0502	
	5355	94.838	
	5356	93.4871	
	5357	93.4114	
	5358	93.9914	
	5359	94.6592	
	5360	93.4455	
	5361	92.5831	
	5362	93.4535	
	5363	94.4735	
	5364	88.1262	
	5365	88.5243	
	5366	93.6105	
	5367	93.76	
	5368	92.5399	
	5369	92.9797	
	5370	90.9801	
	5371	93.307	
	5372	91.1897	
	5373	92.0716	
	5374	95.4546	
	5375	92.9465	
	5376	89.8437	
	5377	88.8485	
	5378	81.9466	
	5379	0	
	5380	0	
	5381	50.902	
	5382	42.5	
	5383	42.5	
	5384	42.5	
	5385	0	
	5386	0	
	5387	0	
	5388	0	
	5389	0	
	5390	0	
	5391	0	
	5392	0	
	5393	0	
	5394	0	
	5395	0	
	5396	0	
	5397	0	
	5398	0	
	5399	0	
	5400	0	
	5401	0	
	5402	0	
	5403	0	
	5404	0	
	5405	0	
	5406	0	
	5407	0	
	5408	0	
	5409	0	
	5410	0	
	5411	0	
	5412	0	
	5413	0	
	5414	0	
	5415	0	
	5416	0	
	5417	0	
	5418	0	
	5419	0	
	5420	0	
	5421	0	

Motion Trackers	Tracker #1	Track Point #1	Attach Point
	Frame	X pixels	Y pixels	
	71	1745.75	450.25	
	72	1745.72	450.039	
	73	1745.66	450.496	
	74	1745.68	450.129	
	75	1745.89	449.07	
	76	1745.93	449.75	
	77	1745.97	449.75	
	78	1746	449.75	
	79	1745.96	450.75	
	80	1745.97	450.75	
	81	1745.97	450.75	
	82	1745.97	451.75	
	83	1745.92	449.75	
	84	1745.85	448.973	
	85	1745.59	448.75	
	86	1745.54	447.75	
	87	1745.05	450.75	
	88	1744.81	449.504	
	89	1744.62	446.75	
	90	1743.91	450.75	
	91	1743.61	446.75	
	92	1742.91	450.82	
	93	1742.01	452.75	
	94	1741.8	450.75	
	95	1740.91	453.75	
	96	1740.59	449.75	
	97	1739.88	453.75	
	98	1739.63	449.75	
	99	1738.84	453.75	
	100	1738.61	450.75	
	101	1737.92	452.75	
	102	1737.79	451.75	
	103	1736.86	454.75	
	104	1736.89	452.75	
	105	1736.6	451.75	
	106	1735.95	453.75	
	107	1735.69	453.75	
	108	1734.89	456.75	
	109	1734.8	454.617	
	110	1734.57	453.75	
	111	1734.45	452.75	
	112	1733.88	455.688	
	113	1733.51	454.75	
	114	1733.42	453.75	
	115	1732.92	455.75	
	116	1732.85	454.867	
	117	1732.55	454.652	
	118	1732.46	453.75	
	119	1731.98	455.75	
	120	1731.76	455.738	
	121	1731.54	455.738	
	122	1731.49	454.75	
	123	1730.98	456.75	
	124	1730.75	456.766	
	125	1730.57	456.75	
	126	1730.43	455.75	
	127	1729.96	457.75	
	128	1729.75	457.684	
	129	1729.59	457.738	
	130	1729.61	455.75	
	131	1729.55	455.75	
	132	1728.97	459.75	
	133	1728.86	457.75	
	134	1728.88	457.75	
	135	1728.64	457.75	
	136	1728.52	457.75	
	137	1728.5	457.75	
	138	1728.52	457.75	
	139	1728.48	457.75	
	140	1728.06	460.75	
	141	1728.35	458.75	
	142	1728.18	459.75	
	143	1728.11	460.75	
	144	1728.09	460.75	
	145	1728.15	460.75	
	146	1728.17	460.75	
	147	1728.07	461.75	
	148	1728.05	461.75	
	149	1727.97	461.75	
	150	1727.99	462.109	
	151	1727.91	462.75	
	152	1727.92	462.934	
	153	1727.94	463.242	
	154	1727.63	464.211	
	155	1727.93	464.191	
	156	1727.93	464.809	
	157	1727.93	465.371	
	158	1728.1	465.855	
	159	1728.07	466.75	
	160	1728.2	467.066	
	161	1728.48	467.578	
	162	1728.55	468.031	
	163	1728.95	468.445	
	164	1729.2	468.75	
	165	1729.38	468.75	
	166	1729.55	469.352	
	167	1729.73	470.059	
	168	1730.03	470.75	
	169	1730.4	470.75	
	170	1730.63	470.973	
	171	1730.88	471.813	
	172	1731.36	471.75	
	173	1731.61	472.594	
	174	1731.75	473.75	
	175	1732.07	473.75	
	176	1732.66	473.641	
	177	1732.75	475.738	
	178	1733.43	475.945	
	179	1733.75	476.719	
	180	1742.75	470.848	
	181	1743.64	470.813	
	182	1743.8	470.91	
	183	1744.32	471.148	
	184	1744.75	471.816	
	185	1744.84	471.723	
	186	1745.21	471.918	
	187	1745.57	471.863	
	188	1745.79	472.066	
	189	1746.04	472.625	
	190	1746.5	472.719	
	191	1746.75	472.789	
	192	1747.18	473.074	
	193	1747.48	473.059	
	194	1747.75	473.633	
	195	1747.98	473.75	
	196	1748.55	472.727	
	197	1748.8	473.785	
	198	1749.02	473.75	
	199	1749.63	472.719	
	200	1749.83	473.75	
	201	1750.59	471.75	
	202	1750.75	472.621	
	203	1751.59	471.75	
	204	1751.75	472.531	
	205	1751.75	473.773	
	206	1752.9	470.785	
	207	1751.75	476.91	
	208	1752.04	477.75	
	209	1752.34	477.621	
	210	1752.75	477.789	
	211	1753.04	477.48	
	212	1753.33	477.871	
	213	1753.79	477.883	
	214	1754.2	478.008	
	215	1754.45	478.25	
	216	1754.7	478.336	
	217	1755.09	478.234	
	218	1755.44	478.25	
	219	1755.64	478.203	
	220	1755.82	478.324	
	221	1756.46	478.344	
	222	1756.72	478.25	
	223	1757.2	478.32	
	224	1756.77	478.34	
	225	1757.41	478.281	
	226	1757.5	478.336	
	227	1757.71	479.016	
	228	1757.54	478.203	
	229	1757.63	478.371	
	230	1757.6	478.148	
	231	1758.51	478.227	
	232	1757.56	478.414	
	233	1757.58	478.34	
	234	1757.55	479.035	
	235	1758.8	476.25	
	236	1759.59	476.328	
	237	1759.54	476.395	
	238	1759.79	476.25	
	239	1760.29	476.273	
	240	1760.54	476.367	
	241	1760.71	476.512	
	242	1760.62	476.965	
	243	1760.7	477.25	
	244	1760.71	478.25	
	245	1761.39	477.586	
	246	1761.42	478.25	
	247	1761.74	477.855	
	248	1762.34	477.75	
	249	1762.48	477.555	
	250	1762.61	477.625	
	251	1762.74	477.836	
	252	1763.37	477.629	
