Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	960
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #2	Track Point #1	Feature Center
	Frame	X pixels	Y pixels
	5077	1132.53	634.594
	5078	1132.53	634.594
	5079	1132.53	634.594
	5080	1132.53	634.598
	5081	1132.53	634.594
	5082	1132.53	634.594
	5083	1132.53	634.594
	5084	1132.53	634.594
	5085	1132.53	634.594
	5086	1132.53	634.59
	5087	1132.53	634.59
	5088	1132.52	634.59
	5089	1132.52	634.59
	5090	1132.52	634.59
	5091	1132.52	634.59
	5092	1132.52	634.59
	5093	1132.52	634.59
	5094	1132.52	634.59
	5095	1132.52	634.59
	5096	1132.52	634.59
	5097	1132.52	634.59
	5098	1132.52	634.59
	5099	1132.52	634.59
	5100	1132.51	634.582
	5101	1131.59	634.527
	5102	1130.7	634.527
	5103	1129.88	634.469
	5104	1129.13	634.434
	5105	1128.33	634.406
	5106	1127.39	634.383
	5107	1126.51	634.344
	5108	1125.6	634.309
	5109	1124.71	634.277
	5110	1123.91	634.207
	5111	1123.19	634.102
	5112	1122.34	633.98
	5113	1121.37	633.867
	5114	1120.5	633.746
	5115	1119.58	633.656
	5116	1118.71	633.582
	5117	1117.9	633.527
	5118	1117.15	633.527
	5119	1116.33	633.473
	5120	1115.39	633.422
	5121	1114.5	633.387
	5122	1113.59	633.371
	5123	1112.72	633.355
	5124	1111.92	633.32
	5125	1111.2	633.266
	5126	1110.34	633.199
	5127	1109.38	633.109
	5128	1108.5	633
	5129	1107.6	632.891
	5130	1106.73	632.781
	5131	1105.94	632.688
	5132	1105.22	632.621
	5133	1104.34	632.57
	5134	1103.4	632.535
	5135	1102.51	632.484
	5136	1101.59	632.441
	5137	1100.73	632.418
	5138	1099.93	632.379
	5139	1099.21	632.348
	5140	1098.34	632.313
	5141	1097.39	632.273
	5142	1096.52	632.207
	5143	1095.61	632.133
	5144	1094.75	632.043
	5145	1093.98	631.926
	5146	1093.26	631.813
	5147	1092.34	631.723
	5148	1091.41	631.652
	5149	1090.52	631.578
	5150	1089.61	631.527
	5151	1088.75	631.527
	5152	1087.96	631.48
	5153	1087.23	631.434
	5154	1086.34	631.391
	5155	1085.41	631.355
	5156	1084.53	631.32
	5157	1083.62	631.297
	5158	1082.77	631.258
	5159	1082	631.199
	5160	1081.27	631.125
	5161	1080.34	631.039
	5162	1079.4	630.941
	5163	1078.54	630.832
	5164	1079.43	630.473
	5165	1080.34	630.246
	5166	1081.29	629.711
	5167	1082.02	629.426
	5168	1082.8	629.125
	5169	1083.64	628.586
	5170	1084.55	628.344
	5171	1085.43	627.945
	5172	1086.34	627.543
	5173	1087.3	627.305
	5174	1088.09	626.805
	5175	1088.81	626.484
	5176	1089.67	626.211
	5177	1090.57	625.68
	5178	1091.47	625.398
	5179	1092.34	625.105
	5180	1093.34	624.648
	5181	1094.13	624.367
	5182	1094.87	623.969
	5183	1095.69	623.523
	5184	1096.57	623.25
	5185	1097.48	622.738
	5186	1098.46	622.867
	5187	1099.43	623.051
	5188	1100.4	623.207
	5189	1101.38	623.316
	5190	1102.36	623.391
	5191	1103.34	623.465
	5192	1104.34	623.555
	5193	1105.34	623.621
	5194	1106.34	623.738
	5195	1107.34	623.871
	5196	1108.3	624.055
	5197	1109.24	624.219
	5198	1110.18	624.332
	5199	1111.13	624.41
	5200	1112.07	624.496
	5201	1113.01	624.543
	5202	1113.97	624.648
	5203	1114.92	624.797
	5204	1115.87	624.934
	5205	1116.82	625.113
	5206	1117.79	625.262
	5207	1118.75	625.359
	5208	1119.73	625.445
	5209	1120.78	625.527
	5210	1121.83	625.637
	5211	1122.75	625.656
	5212	1123.64	625.82
	5213	1124.63	625.965
	5214	1125.62	626.148
	5215	1126.6	626.285
	5216	1127.57	626.352
	5217	1128.55	626.426
	5218	1129.53	626.512
	5219	1130.5	626.578
	5220	1131.47	626.668
	5221	1132.44	626.801
	5222	1133.4	626.941
	5223	1134.38	627.113
	5224	1135.35	627.262
	5225	1136.34	627.355
	5226	1137.34	627.426
	5227	1138.3	627.52
	5228	1139.28	627.57
	5229	1140.26	627.688
	5230	1141.23	627.855
	5231	1142.18	628.027
	5232	1143.12	628.199
	5233	1144.07	628.316
	5234	1145.03	628.387
	5235	1146.01	628.469
	5236	1147	628.527
	5237	1147.99	628.578
	5238	1148.94	628.648
	5239	1149.84	628.805
	5240	1150.81	628.988
	5241	1151.78	629.18
	5242	1152.76	629.309
	5243	1153.73	629.371
	5244	1154.7	629.438
	5245	1155.68	629.516
	5246	1156.67	629.57
	5247	1157.65	629.652
	5248	1158.62	629.797
	5249	1157.54	629.672
	5250	1156.46	629.59
	5251	1155.38	629.527
	5252	1154.33	629.449
	5253	1153.24	629.379
	5254	1152.09	629.332
	5255	1150.95	629.266
	5256	1149.84	629.145
	5257	1148.77	628.973
	5258	1147.69	628.789
	5259	1146.64	628.633
	5260	1145.6	628.527
	5261	1144.53	628.469
	5262	1143.45	628.383
	5263	1142.36	628.324
	5264	1141.34	628.184
	5265	1140.3	628.02
	5266	1139.18	627.855
	5267	1138.02	627.723
	5268	1136.87	627.598
	5269	1135.77	627.527
	5270	1134.69	627.484
	5271	1133.63	627.391
	5272	1132.59	627.313
	5273	1131.52	627.203
	5274	1130.45	627.051
	5275	1129.37	626.883
	5276	1128.34	626.746
	5277	1127.32	626.629
	5278	1126.2	626.551
	5279	1125.06	626.5
	5280	1123.92	626.426
	5281	1122.83	626.367
	5282	1121.76	626.293
	5283	1120.71	626.16
	5284	1119.67	626.008
	5285	1118.64	625.898
	5286	1118.77	625.961
	5287	1118.96	625.988
	5288	1119.25	625.992
	5289	1119.39	626.008
	5290	1119.59	626.023
	5291	1119.72	626.039
	5292	1119.84	626.082
	5293	1120.08	626.094
	5294	1120.37	626.102
	5295	1120.57	626.129
	5296	1120.73	626.137
	5297	1120.84	626.148
	5298	1120.99	626.176
	5299	1121.21	626.188
	5300	1121.48	626.203
	5301	1121.66	626.219
	5302	1121.78	626.219
	5303	1121.87	626.242
	5304	1122.04	626.27
	5305	1122.27	626.277
	5306	1122.5	626.297
	5307	1122.68	626.309
	5308	1122.78	626.309
	5309	1122.89	626.324
	5310	1123.07	626.332
	5311	1125.47	626.398
	5312	1127.72	626.496
	5313	1129.89	626.543
	5314	1132.23	626.75
	5315	1134.56	626.934
	5316	1136.8	627.082
	5317	1139.01	627.258
	5318	1141.44	627.336
	5319	1143.71	627.406
	5320	1145.86	627.527
	5321	1148.16	627.594
	5322	1150.57	627.781
	5323	1152.79	627.988
	5324	1152.55	628.059
	5325	1152.09	628.117
	5326	1151.82	628.148
	5327	1151.65	628.219
	5328	1151.39	628.242
	5329	1150.92	628.289
	5330	1150.75	628.313
	5331	1150.5	628.348
	5332	1150.05	628.371
	5333	1149.79	628.375
	5334	1149.64	628.41
	5335	1149.19	628.438
	5336	1148.84	628.473
	5337	1148.71	628.527
	5338	1148.44	628.527
	5339	1147.94	628.527
	5340	1147.76	628.563
	5341	1147.55	628.605
	5342	1147.1	628.688
	5343	1146.8	628.754
	5344	1146.67	628.824
	5345	1146.27	628.91
	5346	1145.89	628.984
	5347	1145.74	629.043
	5348	1145.47	629.094
	5349	1145.01	629.152
	5350	1144.79	629.195
	5351	1144.59	629.246
	5352	1144.14	629.281
	5353	1143.82	629.297
	5354	1143.69	629.34
	5355	1143.4	629.352
	5356	1142.89	629.383
	5357	1142.74	629.402
	5358	1142.48	629.426
	5359	1142	629.473
	5360	1141.78	629.508
	5361	1141.6	629.527
	5362	1141.14	629.527
	5363	1140.82	629.559
	5364	1140.7	629.598
	5365	1140.4	629.672
	5366	1139.9	629.742
	5367	1141.64	629.527
	5368	1143.02	629.457
	5369	1144.73	629.359
	5370	1146.19	629.254
	5371	1147.79	629.027
	5372	1149.43	628.801
	5373	1150.83	628.578
	5374	1152.48	628.512
	5375	1153.88	628.398
	5376	1155.59	628.297
	5377	1157.03	628.105
	5378	1158.7	627.887
	5379	1160.22	627.68
	5380	1161.77	627.527
	5381	1163.42	627.406
	5382	1164.84	627.328
	5383	1166.55	627.172
	5384	1168	626.949
	5385	1169.69	626.695
	5386	1171.13	626.527
	5387	1172.76	626.434
	5388	1174.39	626.344
	5389	1175.81	626.238
	5390	1177.38	626.039
	5391	1178.79	625.82
	5392	1180.39	625.598
	5393	1181.83	625.492
	5394	1183.48	625.359
	5395	1185.07	625.262
	5396	1186.65	625.016
	5397	1188.32	624.828
	5398	1189.75	624.621
	5399	1191.45	624.527
	5400	1192.89	624.406
	5401	1194.58	624.316
	5402	1196.06	624.188
	5403	1197.69	623.969
	5404	1197.71	623.977
	5405	1197.7	623.977
	5406	1197.79	623.992
	5407	1197.79	623.992
	5408	1197.79	623.992
	5409	1197.79	623.992
	5410	1197.79	623.992
	5411	1197.79	623.992
	5412	1197.79	623.992
	5413	1197.79	623.992
	5414	1197.79	623.992
	5415	1197.79	623.992
	5416	1197.79	623.992
	5417	1197.79	623.992
	5418	1197.79	623.992
	5419	1197.79	623.992
	5420	1197.79	623.992
	5421	1197.79	623.992
	5422	1197.79	623.992
	5423	1197.79	623.992
	5424	1197.79	623.992
	5425	1197.79	623.992
	5426	1197.79	623.992
	5427	1197.79	623.992
	5428	1197.79	623.992
	5429	1197.79	623.992
	5430	1197.79	623.992
	5431	1197.79	623.992
	5432	1197.79	623.992
	5433	1197.79	623.992
	5434	1197.79	623.992
	5435	1197.79	623.992

Motion Trackers	Tracker #2	Track Point #2	Feature Center
	Frame	X pixels	Y pixels
	280	727	478.5
	281	726.875	478.625
	282	726.871	478.625
	283	726.871	478.621
	284	726.871	478.617
	285	726.871	478.613
	286	726.867	478.613
	287	726.863	478.613
	288	726.859	478.613
	289	726.859	478.617
	290	726.852	478.617
	291	726.844	478.625
	292	726.84	478.625
	293	726.836	478.625
	294	726.828	478.625
	295	726.828	478.625
	296	726.82	478.625
	297	726.824	478.625
	298	726.82	478.625
	299	726.824	478.625
	300	726.82	478.625
	301	726.816	478.625
	302	726.816	478.625
	303	726.82	478.625
	304	726.82	478.625
	305	726.813	478.625
	306	726.805	478.625
	307	726.809	478.625
	308	726.809	478.625
	309	726.809	478.625
	310	726.809	478.625
	311	726.684	478.75
	312	726.684	478.75
	313	726.684	478.75
	314	726.684	478.75
	315	726.68	478.75
	316	726.68	478.75
	317	726.68	478.75
	318	726.68	478.75
	319	726.68	478.75
	320	726.68	478.75
	321	726.676	478.75
	322	726.676	478.75
	323	726.68	478.75
	324	726.676	478.75
	325	726.676	478.75
	326	726.676	478.75
	327	726.676	478.75
	328	726.676	478.75
	329	726.672	478.75
	330	726.672	478.75
	331	726.672	478.75
	332	726.672	478.75
	333	726.668	478.75
	334	726.668	478.75
	335	726.668	478.75
	336	726.668	478.75
	337	726.668	478.75
	338	726.664	478.75
	339	726.664	478.75
	340	726.664	478.75
	341	726.664	478.75
	342	726.664	478.754
	343	726.664	478.754
	344	726.664	478.754
	345	726.664	478.754
	346	726.664	478.754
	347	726.664	478.754
	348	726.664	478.754
	349	726.664	478.754
	350	726.664	478.754
	351	726.664	478.754
	352	726.664	478.754
	353	726.668	478.754
	354	726.668	478.754
	355	726.668	478.754
	356	726.668	478.754
	357	726.668	478.754
	358	726.668	478.754
	359	726.668	478.754
	360	726.668	478.758
	361	726.668	478.758
	362	726.668	478.754
	363	726.672	478.75
	364	726.672	478.75
	365	726.672	478.75
	366	726.672	478.75
	367	726.672	478.75
	368	726.672	478.75
	369	726.672	478.75
	370	726.672	478.75
	371	726.672	478.75
	372	726.672	478.75
	373	726.672	478.75
	374	726.672	478.75
	375	726.672	478.75
	376	726.672	478.75
	377	726.672	478.75
	378	726.672	478.75
	379	726.672	478.75
	380	726.672	478.75
	381	726.672	478.75
	382	726.672	478.75
	383	726.672	478.75
	384	726.672	478.75
	385	726.672	478.75
	386	726.672	478.75
	387	726.672	478.75
	388	726.672	478.75
	389	726.672	478.75
	390	726.672	478.75
	391	726.672	478.75
	392	726.672	478.75
	393	726.672	478.75
	394	726.672	478.75
	395	726.672	478.75
	396	726.672	478.75
	397	726.668	478.75
	398	726.668	478.75
	399	726.668	478.75
	400	726.668	478.75
	401	726.668	478.75
	402	726.668	478.75
	403	726.668	478.75
	404	726.668	478.75
	405	726.668	478.75
	406	726.668	478.75
	407	726.668	478.75
	408	726.668	478.75
	409	726.668	478.75
	410	726.668	478.75
	411	726.668	478.75
	412	726.668	478.75
	413	726.668	478.75
	414	726.668	478.75
	415	726.668	478.75
	4152	726.668	478.75
	4153	726.543	478.875
	4154	726.543	478.875
	4155	726.543	478.875
	4156	726.543	478.875
	4157	726.543	478.875
	4158	726.543	478.875
	4159	726.543	478.875
	4160	726.543	478.879
	4161	726.543	478.879
	4162	726.543	478.875
	4163	726.543	478.875
	4164	726.543	478.875
	4165	726.543	478.875
	4166	726.539	478.879
	4167	726.539	478.875
	4168	726.543	478.875
	4169	726.543	478.875
	4170	726.543	478.875
	4171	726.543	478.875
	4172	726.543	478.875
	4173	726.543	478.875
	4174	726.539	478.875
	4175	726.539	478.875
	4176	726.539	478.875
	4177	726.543	478.875
	4178	726.543	478.875
	4179	726.543	478.875
	4180	726.691	478.109
	4181	727.164	477.789
	4182	727.516	476.883
	4183	727.629	476.277
	4184	728.008	475.832
	4185	728.465	474.902
	4186	728.594	474.418
	4187	728.871	473.848
	4188	729.359	472.945
	4189	729.551	472.527
	4190	729.77	471.875
	4191	730.227	470.996
	4192	730.527	470.613
	4193	730.703	469.875
	4194	731.113	469.063
	4195	731.496	468.668
	4196	731.652	467.887
	4197	731.988	467.148
	4198	732.43	466.691
	4199	732.617	465.93
	4200	732.867	465.258
	4201	733.328	464.711
	4202	733.574	463.969
	4203	733.758	463.375
	4204	734.184	462.742
	4205	734.504	462.02
	4206	734.691	461.469
	4207	735.043	460.793
	4208	735.449	460.098
	4209	735.641	459.555
	4210	735.891	458.926
	4211	736.336	458.227
	4212	736.605	457.559
	4213	736.805	456.848
	4214	737.227	456.184
	4215	737.57	455.551
	4216	737.738	454.883
	4217	738.125	454.246
	4218	738.492	453.57
	4219	738.699	452.938
	4220	739.043	452.344
	4221	739.457	451.617
	4222	739.652	451.023
	4223	739.984	450.398
	4224	740.418	449.652
	4225	740.625	449.141
	4226	740.906	448.414
	4227	741.348	447.715
	4228	741.617	447.199
	4229	741.785	446.43
	4230	742.199	445.738
	4231	742.461	445.27
	4232	742.691	444.469
	4233	743.031	443.77
	4234	743.406	443.328
	4235	743.656	442.535
	4236	743.891	441.996
	4237	744.328	441.395
	4238	744.633	440.613
	4239	744.801	440.137
	4240	745.215	439.375
	4241	745.477	438.523
	4242	745.75	438.191
	4243	746.148	437.316
	4244	746.453	436.543
	4245	746.719	436.289
	4246	747.066	435.363
	4247	747.426	434.621
	4248	747.703	434.313
	4249	747.965	433.387
	4250	748.352	432.629
	4251	748.66	432.313
	4252	748.859	431.41
	4253	749.27	430.613
	4254	749.445	430.32
	4255	749.797	429.438
	4256	750.137	429.195
	4257	750.43	428.32
	4258	750.754	427.465
	4259	751.043	427.27
	4260	751.379	426.316
	4261	751.719	425.477
	4262	751.969	425.277
	4263	752.316	424.316
	4264	752.707	423.473
	4265	752.883	423.293
	4266	753.219	422.328
	4267	753.652	421.418
	4268	753.781	421.297
	4269	754.105	420.328
	4270	754.426	419.336
	4271	754.715	419.301
	4272	754.969	418.309
	4273	755.367	417.371
	4274	755.676	417.309
	4275	755.891	416.281
	4276	756.238	416.273
	4277	756.66	415.309
	4278	756.809	414.211
	4279	757.145	414.273
	4280	757.43	413.289
	4281	757.754	412.098
	4282	758.07	411.375
	4283	758.406	411.242
	4284	758.746	411.273
	4285	759.176	411.273
	4286	759.656	411.281
	4287	759.879	411.277
	4288	760.414	410.375
	4289	760.754	410.285
	4290	761.168	410.125
	4291	761.676	410.027
	4292	761.914	409.977
	4293	762.383	409.777
	4294	762.738	410.063
	4295	763.117	410.121
	4296	763.648	410.172
	4297	763.918	410.238
	4298	764.328	410.25
	4299	764.75	410.281
	4300	765.18	410.277
	4301	765.695	410.266
	4302	765.938	409.348
	4303	766.367	409.176
	4304	766.758	409.051
	4305	767.18	409.008
	4306	767.672	408.797
	4307	767.898	408.816
	4308	768.348	408.797
	4309	768.73	409.043
	4310	769.113	409.121
	4311	769.41	409.18
	4312	769.809	409.23
	4313	770.25	409.234
	4314	770.711	409.25
	4315	771	408.332
	4316	771.406	408.191
	4317	771.789	408.074
	4318	772.203	408.02
	4319	772.699	407.969
	4320	772.949	407.813
	4321	773.375	407.785
	4322	773.766	407.789
	4323	774.152	407.738
	4324	774.684	407.664
	4325	774.891	408.152
	4326	775.301	408.203
	4327	775.746	408.238
	4328	776.098	407.273
	4329	776.672	407.152
	4330	776.863	407.086
	4331	777.285	407.012
	4332	777.738	406.973
	4333	778.02	406.785
	4334	778.422	406.773
	4335	778.809	406.797
	4336	779.223	406.711
	4337	779.723	406.672
	4338	779.969	406.605
	4339	780.398	406.504
	4340	780.77	406.461
	4341	781.18	406.32
	4342	781.684	406.215
	4343	781.887	406.133
	4344	782.344	406.043
	4345	782.738	405.984
	4346	783.066	405.824
	4347	783.645	405.785
	4348	783.82	405.809
	4349	784.273	405.762
	4350	784.707	405.711
	4351	784.961	405.676
	4352	785.449	405.57
	4353	786.633	405.441
	4354	787.668	405.297
	4355	788.703	405.148
	4356	789.723	405.047
	4357	790.73	404.801
	4358	791.746	404.793
	4359	792.766	404.758
	4360	793.785	404.684
	4361	794.813	404.582
	4362	795.848	404.473
	4363	796.887	404.375
	4364	797.93	404.164
	4365	798.965	404.055
	4366	800	403.961
	4367	801.035	403.816
	4368	802.074	403.77
	4369	803.105	403.68
	4370	804.133	403.578
	4371	805.172	403.449
	4372	806.215	403.289
	4373	807.258	403.141
	4374	808.301	403.043
	4375	809.348	402.828
	4376	810.383	402.809
	4377	811.414	402.746
	4378	812.676	402.617
	4379	813.691	402.512
	4380	814.711	402.375
	4381	815.734	402.203
	4382	816.758	402.063
	4383	817.777	401.973
	4384	818.781	401.805
	4385	819.785	401.793
	4386	820.797	401.742
	4387	821.813	401.68
	4388	822.832	401.543
	4389	823.855	401.406
	4390	824.883	401.246
	4391	825.91	401.105
	4392	826.941	401.004
	4393	827.973	400.914
	4394	829	400.832
	4395	830.027	400.781
	4396	831.043	400.664
	4397	832.059	400.539
	4398	833.098	400.375
	4399	834.145	400.223
	4400	835.184	400.09
	4401	836.23	399.973
	4402	837.277	399.852
	4403	838.32	399.832
	4404	839.363	399.75
	4405	840.402	399.613
	4406	841.672	399.453
	4407	842.695	399.309
	4408	843.715	399.148
	4409	844.742	399.031
	4410	845.77	398.922
	4411	846.781	398.828
	4412	847.785	398.844
	4413	848.797	398.75
	4414	849.813	398.633
	4415	850.836	398.516
	4416	851.859	398.379
	4417	852.891	398.219
	4418	853.918	398.098
	4419	854.953	397.973
	4420	855.984	397.891
	4421	857.016	397.875
	4422	858.043	397.777
	4423	859.059	397.648
	4424	860.07	397.516
	4425	861.09	397.352
	4426	862.125	397.184
	4427	863.172	397.07
	4428	864.211	396.938
	4429	865.258	396.875
	4430	866.305	396.82
	4431	867.352	396.691
	4432	868.395	396.57
	4433	869.672	396.406
	4434	870.695	396.242
	4435	871.82	396.508
	4436	873.023	396.699
	4437	874.238	396.813
	4438	875.746	396.859
	4439	876.859	396.977
	4440	878.059	397.168
	4441	879.316	397.305
	4442	880.781	397.469
	4443	881.898	397.684
	4444	883.074	397.844
	4445	884.387	397.875
	4446	885.785	397.957
	4447	886.953	398.176
	4448	888.145	398.359
	4449	889.676	398.457
	4450	890.805	398.676
	4451	892	398.875
	4452	893.227	398.883
	4453	894.715	398.938
	4454	895.832	399.16
	4455	897.027	399.402
	4456	898.297	399.52
	4457	899.754	399.637
	4458	900.867	399.855
	4459	902.055	399.91
	4460	903.367	399.984
	4461	904.773	400.109
	4462	905.91	400.375
	4463	907.125	400.547
	4464	908.66	400.629
	4465	909.789	400.809
	4466	910.953	400.91
	4467	912.199	401.012
	4468	913.699	401.082
	4469	914.809	401.375
	4470	915.988	401.566
	4471	917.266	401.691
	4472	918.734	401.75
	4473	919.836	401.844
	4474	921.023	402.043
	4475	922.34	402.129
	4476	923.758	402.301
	4477	924.871	402.555
	4478	926.078	402.73
	4479	927.41	402.77
	4480	928.773	402.809
	4481	929.945	403.063
	4482	931.16	403.176
	4483	932.676	403.277
	4484	933.805	403.547
	4485	935.012	403.758
	4486	936.25	403.801
	4487	937.73	403.785
	4488	938.852	404.031
	4489	940.055	404.199
	4490	941.332	404.332
	4491	942.781	404.496
	4492	943.918	404.699
	4493	945.09	404.813
	4494	946.402	404.813
	4495	947.797	404.996
	4496	948.973	405.176
	4497	950.16	405.352
	4498	951.695	405.477
	4499	952.941	405.59
	4500	954.324	405.551
	4501	955.84	405.598
	4502	957.16	405.598
	4503	958.789	405.566
	4504	960.063	405.648
	4505	961.711	405.574
	4506	962.961	405.695
	4507	964.355	405.652
	4508	965.848	405.691
	4509	967.18	405.727
	4510	968.781	405.688
	4511	970.051	405.773
	4512	971.707	405.691
	4513	972.953	405.789
	4514	974.375	405.758
	4515	975.836	405.781
	4516	977.215	405.801
	4517	978.777	405.77
	4518	980.063	405.824
	4519	981.734	405.766
	4520	982.965	405.828
	4521	984.422	405.793
	4522	985.859	405.82
	4523	987.277	405.816
	4524	988.793	405.805
	4525	990.113	405.828
	4526	991.758	405.785
	4527	992.984	405.832
	4528	994.664	405.793
	4529	995.875	405.824
	4530	997.309	405.816
	4531	998.801	405.813
	4532	1000.14	405.969
	4533	1001.77	405.805
	4534	1003.01	406.016
	4535	1004.68	405.813
	4536	1005.9	406.023
	4537	1007.3	406.016
	4538	1008.81	406.023
	4539	1010.13	406.051
	4540	1011.78	406.012
	4541	1013.04	406.098
	4542	1014.7	406.012
	4543	1015.94	406.113
	4544	1017.34	406.086
	4545	1018.84	406.113
	4546	1020.16	406.129
	4547	1021.79	406.113
	4548	1023.06	406.184
	4549	1024.72	406.113
	4550	1025.97	406.223
	4551	1027.37	406.188
	4552	1028.86	406.254
	4553	1030.19	406.281
	4554	1031.79	406.277
	4555	1033.07	406.375
	4556	1034.73	406.324
	4557	1035.97	407.285
	4558	1037.34	407.273
	4559	1038.86	407.281
	4560	1040.2	407.289
	4561	1041.79	407.277
	4562	1043.07	407.297
	4563	1044.75	407.266
	4564	1046	407.297
	4565	1047.39	407.281
	4566	1048.89	407.293
	4567	1050.25	407.289
	4568	1051.8	407.281
	4569	1053.09	407.293
	4570	1054.77	407.266
	4571	1056.02	407.297
	4572	1057.41	407.273
	4573	1058.9	407.289
	4574	1060.26	407.277
	4575	1061.81	407.273
	4576	1063.11	407.281
	4577	1064.78	407.25
	4578	1066.04	407.285
	4579	1067.69	407.227
	4580	1068.73	407.184
	4581	1069.77	407.117
	4582	1070.79	407.047
	4583	1071.81	406.805
	4584	1072.84	406.816
	4585	1073.87	406.992
	4586	1074.91	407.027
	4587	1075.98	407.09
	4588	1077.04	407.195
	4589	1078.09	407.32
	4590	1079.13	407.375
	4591	1080.16	408.277
	4592	1081.21	408.285
	4593	1082.27	408.289
	4594	1083.34	408.281
	4595	1084.39	408.266
	4596	1085.68	408.219
	4597	1086.7	408.188
	4598	1087.73	408.141
	4599	1088.77	408.086
	4600	1089.77	408.016
	4601	1090.8	407.813
	4602	1091.82	407.82
	4603	1092.86	407.996
	4604	1093.9	408.023
	4605	1094.95	408.086
	4606	1096	408.188
	4607	1097.06	408.313
	4608	1098.13	408.375
	4609	1099.17	409.281
	4610	1100.23	409.289
	4611	1101.28	409.277
	4612	1102.33	409.27
	4613	1103.39	409.254
	4614	1104.66	409.199
	4615	1105.69	409.164
	4616	1106.73	409.117
	4617	1107.75	409.055
	4618	1108.77	409.008
	4619	1109.79	408.813
	4620	1110.82	408.973
	4621	1111.86	409
	4622	1112.89	409.043
	4623	1113.94	409.137
	4624	1114.99	409.258
	4625	1116.06	409.375
	4626	1117.09	410.281
	4627	1118.16	410.285
	4628	1119.23	410.293
	4629	1120.29	410.289
	4630	1121.34	410.285
	4631	1122.39	410.27
	4632	1123.67	410.219
	4633	1124.71	410.184
	4634	1125.75	410.133
	4635	1126.77	410.074
	4636	1127.78	410.008
	4637	1128.8	409.816
	4638	1129.83	409.98
	4639	1130.87	410.008
	4640	1131.92	410.074
	4641	1132.96	410.18
	4642	1134.02	410.305
	4643	1135.07	410.375
	4644	1136.11	411.281
	4645	1137.17	411.289
	4646	1138.11	411.434
	4647	1139.17	411.469
	4648	1140.23	411.52
	4649	1141.28	411.598
	4650	1142.3	411.688
	4651	1141.98	411.688
	4652	1141.43	411.695
	4653	1141.24	411.676
	4654	1140.83	411.684
	4655	1140.38	411.695
	4656	1140.14	411.68
	4657	1139.69	411.684
	4658	1139.34	411.695
	4659	1139.05	411.688
	4660	1138.55	411.691
	4661	1138.31	411.684
	4662	1137.99	411.684
	4663	1137.45	411.691
	4664	1137.26	411.676
	4665	1136.86	411.684
	4666	1136.38	411.699
	4667	1136.16	411.68
	4668	1135.71	411.688
	4669	1135.34	411.695
	4670	1135.05	411.691
	4671	1134.55	411.691
	4672	1134.31	411.684
	4673	1133.99	411.684
	4674	1133.45	411.691
	4675	1133.26	411.676
	4676	1132.86	411.684
	4677	1132.38	411.695
	4678	1132.15	411.68
	4679	1131.7	411.684
	4680	1131.34	411.695
	4681	1131.05	411.688
	4682	1130.55	411.688
	4683	1130.3	411.684
	4684	1129.98	411.684
	4685	1129.44	411.691
	4686	1129.24	411.676
	4687	1128.84	411.68
	4688	1128.37	411.695
	4689	1128.13	411.684
	4690	1127.68	411.684
	4691	1127.33	411.695
	4692	1127.05	411.688
	4693	1126.55	411.691
	4694	1126.3	411.688
	4695	1125.98	411.688
	4696	1125.45	411.695
	4697	1125.25	411.68
	4698	1124.85	411.688
	4699	1124.38	411.703
	4700	1124.15	411.684
	4701	1123.7	411.691
	4702	1123.34	411.699
	4703	1123.05	411.695
	4704	1122.56	411.695
	4705	1122.32	411.684
	4706	1122	411.688
	4707	1121.45	411.691
	4708	1121.27	411.676
	4709	1120.88	411.684
	4710	1120.38	411.695
	4711	1120.16	411.676
	4712	1119.71	411.684
	4713	1119.34	411.695
	4714	1119.05	411.688
	4715	1118.56	411.688
	4716	1118.3	411.68
	4717	1117.98	411.68
	4718	1117.44	411.688
	4719	1117.25	411.672
	4720	1116.85	411.68
	4721	1116.38	411.695
	4722	1116.14	411.68
	4723	1115.7	411.684
	4724	1115.34	411.695
	4725	1115.05	411.691
	4726	1114.55	411.699
	4727	1114.3	411.691
	4728	1114.2	411.664
	4729	1114.05	411.656
	4730	1113.93	411.629
	4731	1113.71	411.605
	4732	1113.51	411.594
	4733	1113.38	411.586
	4734	1113.33	411.563
	4735	1113.27	411.527
	4736	1113.13	411.512
	4737	1113.02	411.504
	4738	1112.84	411.488
	4739	1112.61	411.477
	4740	1112.44	411.473
	4741	1112.35	411.477
	4742	1112.32	411.449
	4743	1112.21	411.434
	4744	1112.06	411.438
	4745	1111.93	411.422
	4746	1111.72	411.414
	4747	1111.51	411.414
	4748	1111.39	411.422
	4749	1111.34	411.398
	4750	1111.27	411.398
	4751	1111.13	411.387
	4752	1111	411.371
	4753	1110.82	411.375
	4754	1110.59	411.379
	4755	1110.43	411.348
	4756	1110.35	411.301
	4757	1110.3	411.297
	4758	1110.2	411.281
	4759	1110.05	411.266
	4760	1109.93	411.258
	4761	1109.71	411.258
	4762	1109.5	411.246
	4763	1109.39	411.203
	4764	1109.34	411.172
	4765	1109.27	411.168
	4766	1109.12	411.156
	4767	1109.01	411.145
	4768	1108.83	411.145
	4769	1108.61	411.141
	4770	1108.44	411.121
	4771	1108.36	411.086
