Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	960
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #2	Track Point #1	Feature Center
	Frame	X pixels	Y pixels
	4772	1108.31	411.074
	4773	1108.2	411.07
	4774	1108.05	411.066
	4775	1107.92	411.063
	4776	1107.71	411.063
	4777	1107.51	411.055
	4778	1107.39	411.027
	4779	1107.33	411.016
	4780	1107.27	411.008
	4781	1107.12	411.004
	4782	1107	411.008
	4783	1106.81	411.004
	4784	1106.59	411
	4785	1106.43	410.984
	4786	1106.34	410.961
	4787	1106.3	410.953
	4788	1106.18	410.941
	4789	1106.05	410.934
	4790	1105.91	410.914
	4791	1105.69	410.914
	4792	1105.49	410.914
	4793	1105.38	410.875
	4794	1105.32	410.859
	4795	1105.25	410.836
	4796	1105.1	410.816
	4797	1105.01	410.801
	4798	1104.82	410.773
	4799	1104.6	410.754
	4800	1104.43	410.734
	4801	1104.34	410.719
	4802	1104.29	410.688
	4803	1104.62	410.621
	4804	1105.14	410.566
	4805	1105.42	410.523
	4806	1106	410.477
	4807	1106.33	410.457
	4808	1106.76	410.414
	4809	1107.24	410.41
	4810	1107.5	410.402
	4811	1108.06	410.324
	4812	1108.37	410.277
	4813	1108.93	410.23
	4814	1109.3	410.168
	4815	1109.66	410.152
	4816	1110.19	410.09
	4817	1110.44	410.074
	4818	1111.02	410.039
	4819	1111.34	410.004
	4820	1111.81	410
	4821	1112.28	409.953
	4822	1112.54	409.93
	4823	1113.09	409.871
	4824	1113.38	409.82
	4825	1113.95	409.742
	4826	1114.32	409.684
	4827	1114.67	409.617
	4828	1115.19	409.555
	4829	1115.45	409.516
	4830	1116.03	409.477
	4831	1116.34	409.461
	4832	1116.82	409.414
	4833	1117.28	409.406
	4834	1117.55	409.402
	4835	1118.11	409.324
	4836	1118.39	409.285
	4837	1118.35	409.211
	4838	1118.32	409.16
	4839	1118.28	409.125
	4840	1118.2	409.09
	4841	1118.09	409.059
	4842	1118.02	409.039
	4843	1117.93	409.02
	4844	1117.8	409
	4845	1117.66	408.973
	4846	1117.54	408.93
	4847	1117.44	408.875
	4848	1117.37	408.816
	4849	1117.34	408.754
	4850	1117.31	408.68
	4851	1117.26	408.617
	4852	1117.18	408.559
	4853	1117.07	408.516
	4854	1117.02	408.473
	4855	1116.92	408.438
	4856	1116.79	408.414
	4857	1116.64	408.414
	4858	1116.52	408.402
	4859	1116.43	408.348
	4860	1116.37	408.281
	4861	1116.34	408.215
	4862	1116.3	408.168
	4863	1116.25	408.129
	4864	1116.16	408.094
	4865	1116.06	408.066
	4866	1115.99	408.043
	4867	1115.89	408.02
	4868	1115.75	408.004
	4869	1115.62	407.973
	4870	1115.5	407.934
	4871	1115.42	407.883
	4872	1115.36	407.828
	4873	1115.33	407.758
	4874	1115.29	407.688
	4875	1114.79	407.66
	4876	1114.31	407.645
	4877	1113.87	407.617
	4878	1113.33	407.613
	4879	1112.94	407.574
	4880	1112.35	407.578
	4881	1111.99	407.543
	4882	1111.36	407.539
	4883	1111.02	407.512
	4884	1110.37	407.508
	4885	1110.04	407.488
	4886	1109.39	407.477
	4887	1109.05	407.469
	4888	1108.42	407.453
	4889	1108.07	407.449
	4890	1107.47	407.43
	4891	1107.13	407.43
	4892	1106.53	407.414
	4893	1106.18	407.418
	4894	1105.6	407.414
	4895	1105.23	407.391
	4896	1104.67	407.41
	4897	1104.27	407.355
	4898	1103.74	407.371
	4899	1103.3	407.32
	4900	1102.82	407.328
	4901	1102.32	407.277
	4902	1101.9	407.285
	4903	1101.34	407.238
	4904	1100.97	407.238
	4905	1100.36	407.211
	4906	1100.02	407.199
	4907	1099.38	407.184
	4908	1099.05	407.16
	4909	1098.41	407.168
	4910	1099.36	407.191
	4911	1100.33	407.234
	4912	1101.29	407.285
	4913	1102.2	407.344
	4914	1103.08	407.387
	4915	1104.01	407.418
	4916	1104.93	407.434
	4917	1105.8	407.461
	4918	1106.66	407.5
	4919	1107.52	407.551
	4920	1108.42	407.613
	4921	1109.36	407.68
	4922	1110.32	407.734
	4923	1111.3	407.789
	4924	1112.24	407.84
	4925	1113.14	407.895
	4926	1114.05	407.941
	4927	1114.98	407.973
	4928	1115.86	408.012
	4929	1116.73	408.035
	4930	1117.59	408.059
	4931	1118.48	408.09
	4932	1119.4	408.109
	4933	1120.36	408.129
	4934	1121.33	408.168
	4935	1122.29	408.223
	4936	1123.21	408.277
	4937	1124.11	408.328
	4938	1125.02	408.375
	4939	1125.91	408.414
	4940	1126.77	408.414
	4941	1127.63	408.441
	4942	1128.51	408.48
	4943	1129.42	408.527
	4944	1130.35	408.59
	4945	1131.32	408.637
	4946	1132.29	408.691
	4947	1131.46	408.848
	4948	1130.93	408.953
	4949	1130.23	409.008
	4950	1129.4	409.078
	4951	1128.82	409.164
	4952	1128.16	409.254
	4953	1127.36	409.363
	4954	1126.7	409.422
	4955	1126.09	409.504
	4956	1125.34	409.633
	4957	1124.61	409.773
	4958	1124.05	409.906
	4959	1123.33	409.98
	4960	1122.51	410.055
	4961	1121.99	410.113
	4962	1121.3	410.195
	4963	1120.45	410.34
	4964	1119.89	410.414
	4965	1119.23	410.449
	4966	1118.39	410.563
	4967	1117.78	410.68
	4968	1117.13	410.832
	4969	1116.36	410.945
	4970	1115.64	411.027
	4971	1115.06	411.074
	4972	1114.34	411.145
	4973	1113.55	411.297
	4974	1113.01	411.375
	4975	1112.32	411.43
	4976	1111.47	411.5
	4977	1110.93	411.613
	4978	1110.24	411.758
	4979	1109.4	411.914
	4980	1108.79	411.996
	4981	1108.14	412.035
	4982	1107.36	412.102
	4983	1106.66	412.227
	4984	1106.05	412.316
	4985	1105.33	412.406
	4986	1104.57	412.465
	4987	1104.02	412.574
	4988	1103.3	412.707
	4989	1104.03	412.57
	4990	1104.61	412.457
	4991	1105.35	412.391
	4992	1106.13	412.309
	4993	1106.82	412.203
	4994	1107.42	412.102
	4995	1108.29	412.023
	4996	1108.98	411.977
	4997	1109.55	411.879
	4998	1110.34	411.723
	4999	1111.12	411.57
	5000	1111.77	411.465
	5001	1112.4	411.426
	5002	1113.27	411.344
	5003	1113.96	411.23
	5004	1114.51	411.145
	5005	1115.34	411.039
	5006	1116.07	410.992
	5007	1116.68	410.914
	5008	1117.38	410.77
	5009	1118.22	410.598
	5010	1118.89	410.488
	5011	1119.46	410.43
	5012	1120.33	410.363
	5013	1121.04	410.25
	5014	1121.62	410.168
	5015	1122.37	410.055
	5016	1123.18	410.004
	5017	1123.8	409.941
	5018	1124.42	409.809
	5019	1125.29	409.633
	5020	1125.99	409.516
	5021	1126.53	409.434
	5022	1127.35	409.383
	5023	1128.09	409.285
	5024	1128.71	409.188
	5025	1129.39	409.078
	5026	1130.23	409.012
	5027	1130.9	408.961
	5028	1131.47	408.848
	5029	1132.33	408.68
	5030	1132.33	408.68
	5031	1132.33	408.68
	5032	1132.33	408.68
	5033	1132.33	408.684
	5034	1132.33	408.684
	5035	1132.33	408.684
	5036	1132.33	408.684
	5037	1132.33	408.684
	5038	1132.33	408.684
	5039	1132.33	408.684
	5040	1132.33	408.684
	5041	1132.33	408.684
	5042	1132.33	408.684
	5043	1132.33	408.684
	5044	1132.33	408.684
	5045	1132.33	408.684
	5046	1132.33	408.684
	5047	1132.33	408.684
	5048	1132.33	408.684
	5049	1132.33	408.684
	5050	1132.33	408.684
	5051	1132.33	408.684
	5052	1132.33	408.684
	5053	1132.33	408.68
	5054	1132.33	408.68
	5055	1132.33	408.68
	5056	1132.33	408.68
	5057	1132.33	408.68
	5058	1132.33	408.68
	5059	1132.32	408.68
	5060	1132.32	408.68
	5061	1132.32	408.68
	5062	1132.32	408.68
	5063	1132.32	408.68
	5064	1132.32	408.68
	5065	1132.32	408.68
	5066	1132.32	408.68
	5067	1132.32	408.68
	5068	1132.32	408.68
	5069	1132.32	408.68
	5070	1132.32	408.68
	5071	1132.32	408.68
	5072	1132.32	408.68
	5073	1132.32	408.68
	5074	1132.32	408.68
	5075	1132.32	408.68
	5076	1132.32	408.68
	5077	1132.32	408.68
	5078	1132.32	408.68
	5079	1132.32	408.68
	5080	1132.32	408.68
	5081	1132.32	408.68
	5082	1132.32	408.68
	5083	1132.32	408.68
	5084	1132.32	408.68
	5085	1132.32	408.68
	5086	1132.32	408.68
	5087	1132.32	408.68
	5088	1132.32	408.684
	5089	1132.32	408.684
	5090	1132.32	408.68
	5091	1132.32	408.68
	5092	1132.32	408.68
	5093	1132.32	408.68
	5094	1132.32	408.68
	5095	1132.32	408.68
	5096	1132.32	408.68
	5097	1132.32	408.684
	5098	1132.32	408.684
	5099	1132.32	408.684
	5100	1132.32	408.684
	5101	1131.36	408.848
	5102	1130.45	408.969
	5103	1129.64	409.039
	5104	1128.88	409.105
	5105	1128.05	409.203
	5106	1127.2	409.332
	5107	1126.32	409.418
	5108	1125.37	409.488
	5109	1124.47	409.59
	5110	1123.69	409.738
	5111	1122.93	409.887
	5112	1122.07	409.992
	5113	1121.25	410.055
	5114	1120.33	410.145
	5115	1119.37	410.266
	5116	1118.47	410.402
	5117	1117.68	410.422
	5118	1116.92	410.496
	5119	1116.05	410.629
	5120	1115.21	410.77
	5121	1114.32	410.914
	5122	1113.37	411.012
	5123	1112.48	411.121
	5124	1111.69	411.23
	5125	1110.92	411.332
	5126	1110.05	411.41
	5127	1109.2	411.449
	5128	1108.3	411.547
	5129	1107.36	411.68
	5130	1106.46	411.82
	5131	1105.67	411.949
	5132	1104.91	412.059
	5133	1104.05	412.156
	5134	1103.21	412.266
	5135	1102.32	412.363
	5136	1101.38	412.438
	5137	1100.5	412.48
	5138	1099.72	412.578
	5139	1098.95	412.711
	5140	1098.05	412.848
	5141	1097.22	412.969
	5142	1096.32	413.094
	5143	1095.38	413.215
	5144	1094.5	413.348
	5145	1093.73	413.414
	5146	1092.97	413.438
	5147	1092.11	413.508
	5148	1091.28	413.605
	5149	1090.33	413.746
	5150	1089.39	413.883
	5151	1088.52	414.039
	5152	1087.73	414.188
	5153	1086.95	414.277
	5154	1086.1	414.367
	5155	1085.32	414.414
	5156	1084.4	414.469
	5157	1083.46	414.555
	5158	1082.63	414.648
	5159	1081.88	414.766
	5160	1081.09	414.914
	5161	1080.25	415.09
	5162	1079.35	415.246
	5163	1078.41	415.336
	5164	1079.36	415.098
	5165	1080.27	414.75
	5166	1081.11	414.531
	5167	1081.89	414.418
	5168	1082.64	414.352
	5169	1083.49	414.094
	5170	1084.41	413.773
	5171	1085.34	413.531
	5172	1086.15	413.418
	5173	1087	413.313
	5174	1087.83	413.059
	5175	1088.61	412.734
	5176	1089.43	412.52
	5177	1090.35	412.434
	5178	1091.32	412.305
	5179	1092.2	412.035
	5180	1093.05	411.719
	5181	1093.89	411.504
	5182	1094.63	411.414
	5183	1095.45	411.309
	5184	1096.36	411.012
	5185	1097.3	410.699
	5186	1098.29	410.863
	5187	1099.28	411.031
	5188	1100.26	411.203
	5189	1101.23	411.328
	5190	1102.18	411.402
	5191	1103.14	411.43
	5192	1104.08	411.488
	5193	1105.05	411.582
	5194	1106.05	411.711
	5195	1107.04	411.879
	5196	1108	412.055
	5197	1108.96	412.215
	5198	1109.91	412.34
	5199	1110.87	412.406
	5200	1111.83	412.422
	5201	1112.79	412.48
	5202	1113.73	412.566
	5203	1114.7	412.695
	5204	1115.64	412.871
	5205	1116.55	413.066
	5206	1117.53	413.238
	5207	1118.48	413.355
	5208	1119.45	413.414
	5209	1120.43	413.434
	5210	1121.41	413.484
	5211	1122.39	413.574
	5212	1123.38	413.699
	5213	1124.36	413.867
	5214	1125.35	414.043
	5215	1126.33	414.215
	5216	1127.32	414.336
	5217	1128.31	414.402
	5218	1129.3	414.43
	5219	1130.28	414.473
	5220	1131.25	414.555
	5221	1132.22	414.676
	5222	1133.18	414.855
	5223	1134.14	415.039
	5224	1135.1	415.219
	5225	1136.07	415.336
	5226	1137.04	415.402
	5227	1138.02	415.43
	5228	1138.99	415.477
	5229	1139.95	415.555
	5230	1140.91	415.68
	5231	1141.87	415.859
	5232	1142.81	416.047
	5233	1143.76	416.23
	5234	1144.69	416.355
	5235	1145.64	416.414
	5236	1146.6	416.422
	5237	1147.55	416.473
	5238	1148.51	416.563
	5239	1149.48	416.691
	5240	1150.45	416.867
	5241	1151.41	417.047
	5242	1152.39	417.215
	5243	1153.37	417.328
	5244	1154.35	417.391
	5245	1155.34	417.441
	5246	1156.34	417.492
	5247	1157.33	417.57
	5248	1158.32	417.691
	5249	1157.27	417.563
	5250	1156.18	417.48
	5251	1155.08	417.434
	5252	1154.01	417.406
	5253	1152.93	417.352
	5254	1151.82	417.246
	5255	1150.69	417.094
	5256	1149.57	416.914
	5257	1148.47	416.742
	5258	1147.4	416.605
	5259	1146.36	416.52
	5260	1145.34	416.449
	5261	1144.3	416.414
	5262	1143.23	416.367
	5263	1142.13	416.277
	5264	1141.05	416.133
	5265	1140.01	415.953
	5266	1138.91	415.777
	5267	1137.77	415.629
	5268	1136.63	415.52
	5269	1135.51	415.453
	5270	1134.43	415.422
	5271	1133.37	415.379
	5272	1132.34	415.301
	5273	1131.32	415.176
	5274	1130.27	415
	5275	1129.19	414.816
	5276	1128.09	414.664
	5277	1127.04	414.551
	5278	1125.95	414.469
	5279	1124.82	414.418
	5280	1123.68	414.414
	5281	1122.57	414.363
	5282	1121.48	414.246
	5283	1120.41	414.07
	5284	1119.37	413.883
	5285	1118.35	413.707
	5286	1118.43	413.73
	5287	1118.66	413.742
	5288	1118.97	413.758
	5289	1119.12	413.781
	5290	1119.3	413.801
	5291	1119.37	413.828
	5292	1119.48	413.852
	5293	1119.74	413.871
	5294	1120.03	413.887
	5295	1120.18	413.914
	5296	1120.32	413.926
	5297	1120.39	413.953
	5298	1120.53	413.977
	5299	1120.8	413.996
	5300	1121.05	414.008
	5301	1121.22	414.031
	5302	1121.34	414.051
	5303	1121.4	414.074
	5304	1121.55	414.113
	5305	1121.87	414.121
	5306	1122.05	414.141
	5307	1122.25	414.156
	5308	1122.35	414.172
	5309	1122.42	414.199
	5310	1122.62	414.227
	5311	1125.02	414.344
	5312	1127.3	414.414
	5313	1129.41	414.449
	5314	1131.8	414.508
	5315	1134.13	414.641
	5316	1136.35	414.84
	5317	1138.52	415.066
	5318	1140.96	415.25
	5319	1143.24	415.363
	5320	1145.38	415.43
	5321	1147.69	415.453
	5322	1150.05	415.563
	5323	1152.3	415.703
	5324	1152.05	415.766
	5325	1151.61	415.832
	5326	1151.35	415.914
	5327	1151.14	415.953
	5328	1150.83	416.027
	5329	1150.41	416.105
	5330	1150.29	416.176
	5331	1149.99	416.238
	5332	1149.52	416.309
	5333	1149.35	416.336
	5334	1149.11	416.367
	5335	1148.69	416.406
	5336	1148.39	416.402
	5337	1148.26	416.414
	5338	1147.89	416.418
	5339	1147.47	416.441
	5340	1147.34	416.441
	5341	1147.08	416.461
	5342	1146.62	416.48
	5343	1146.4	416.512
	5344	1146.21	416.523
	5345	1145.82	416.578
	5346	1145.45	416.641
	5347	1145.31	416.691
	5348	1145.02	416.781
	5349	1144.55	416.871
	5350	1144.37	416.953
	5351	1144.11	417.039
	5352	1143.68	417.137
	5353	1143.4	417.203
	5354	1143.21	417.273
	5355	1142.83	417.32
	5356	1142.45	417.352
	5357	1142.31	417.387
	5358	1141.97	417.391
	5359	1141.53	417.414
	5360	1141.37	417.414
	5361	1141.13	417.414
	5362	1140.66	417.422
	5363	1140.39	417.453
	5364	1140.19	417.453
	5365	1139.79	417.484
	5366	1139.42	417.535
	5367	1141.1	417.438
	5368	1142.5	417.41
	5369	1144.22	417.266
	5370	1145.68	417.043
	5371	1147.32	416.793
	5372	1148.88	416.586
	5373	1150.35	416.484
	5374	1151.99	416.414
	5375	1153.4	416.313
	5376	1155.06	416.102
	5377	1156.55	415.883
	5378	1158.22	415.664
	5379	1159.72	415.5
	5380	1161.3	415.438
	5381	1162.91	415.352
	5382	1164.35	415.18
	5383	1166.05	414.953
	5384	1167.48	414.711
	5385	1169.16	414.527
	5386	1170.62	414.43
	5387	1172.29	414.398
	5388	1173.89	414.305
	5389	1175.41	414.055
	5390	1177.11	413.742
	5391	1178.5	413.551
	5392	1180.26	413.434
	5393	1181.63	413.414
	5394	1183.34	413.355
	5395	1184.87	413.16
	5396	1186.4	412.852
	5397	1188.07	412.594
	5398	1189.45	412.48
	5399	1191.18	412.414
	5400	1192.56	412.391
	5401	1194.3	412.242
	5402	1195.79	411.957
	5403	1197.38	411.656
	5404	1197.39	411.656
	5405	1197.38	411.652
	5406	1197.39	411.645
	5407	1197.39	411.645
	5408	1197.39	411.645
	5409	1197.39	411.645
	5410	1197.39	411.645
	5411	1197.39	411.645
	5412	1197.39	411.645
	5413	1197.39	411.645
	5414	1197.39	411.645
	5415	1197.39	411.645
	5416	1197.39	411.645
	5417	1197.39	411.645
	5418	1197.39	411.645
	5419	1197.39	411.645
	5420	1197.39	411.645
	5421	1197.39	411.645
	5422	1197.39	411.645
	5423	1197.39	411.645
	5424	1197.39	411.645
	5425	1197.39	411.645
	5426	1197.39	411.645
	5427	1197.39	411.645
	5428	1197.39	411.645
	5429	1197.39	411.645
	5430	1197.39	411.645
	5431	1197.39	411.645
	5432	1197.39	411.645
	5433	1197.39	411.645
	5434	1197.39	411.645
	5435	1197.39	411.645

End of Keyframe Data
