Adobe After Effects 8.0 Keyframe Data

	Units Per Second	59.94
	Source Width	7680
	Source Height	3840
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Spider	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	12158	4219.86	1285.55	
	12159	4219.86	1285.55	
	12160	4219.86	1285.55	
	12161	4219.86	1285.55	
	12162	4219.86	1285.55	
	12163	4219.86	1285.55	
	12164	4219.86	1285.55	
	12165	4219.86	1285.55	
	12166	4219.86	1285.55	
	12167	4219.86	1285.55	
	12168	4220.3	1285.45	
	12169	4221.88	1285.27	
	12170	4224.46	1284.79	
	12171	4227.96	1284.25	
	12172	4232.69	1283.39	
	12173	4238.07	1282.48	
	12174	4244.77	1281.38	
	12175	4252.05	1280.21	
	12176	4260.62	1278.73	
	12177	4269.86	1277.24	
	12178	4280.05	1275.43	
	12179	4291.2	1273.56	
	12180	4303.24	1271.55	
	12181	4316.14	1269.38	
	12182	4329.95	1267.09	
	12183	4344.77	1264.55	
	12184	4360.12	1261.96	
	12185	4376.68	1259.18	
	12186	4393.86	1256.24	
	12187	4411.95	1253.12	
	12188	4430.99	1249.8	
	12189	4450.94	1246.37	
	12190	4471.84	1242.74	
	12191	4493.38	1239.02	
	12192	4515.85	1235.1	
	12193	4539	1231.02	
	12194	4563.05	1226.74	
	12195	4587.92	1222.37	
	12196	4613.7	1217.79	
	12197	4639.94	1213.11	
	12198	4667.09	1208.25	
	12199	4695.04	1203.2	
	12200	4723.84	1197.95	
	12201	4753.17	1192.54	
	12202	4783.41	1187.02	
	12203	4814.26	1181.32	
	12204	4845.91	1175.38	
	12205	4878.19	1169.36	
	12206	4911.22	1163.13	
	12207	4944.96	1156.64	
	12208	4979.43	1150.11	
	12209	5014.57	1143.32	
	12210	5050.19	1136.35	
	12211	5086.78	1129.22	
	12212	5123.82	1121.83	
	12213	5161.42	1114.32	
	12214	5199.82	1106.52	
	12215	5238.79	1098.56	
	12216	5278.18	1090.4	
	12217	5318.39	1082.09	
	12218	5359.08	1073.43	
	12219	5400.53	1064.61	
	12220	5442.37	1055.57	
	12221	5484.87	1046.34	
	12222	5527.88	1036.78	
	12223	5571.41	1027.02	
	12224	5615.57	1016.95	
	12225	5660.04	1006.58	
	12226	5705.13	996.02	
	12227	5750.85	985.113	
	12228	5796.89	973.867	
	12229	5843.47	962.332	
	12230	5890.48	950.375	
	12231	5937.88	938.191	
	12232	5985.82	925.453	
	12233	6033.98	912.406	
	12234	6082.79	898.965	
	12235	6131.8	885	
	12236	6181	870.484	
	12237	6230.82	855.453	
	12238	6280.81	839.93	
	12239	6330.89	823.633	
	12240	6381.38	806.57	
	12241	6431.91	788.758	
	12242	6482.77	769.93	
	12243	6533.34	750.008	
	12244	6583.91	728.906	
	12245	6634.19	706.191	
	12246	6684.04	681.477	
	12247	6733.04	654.629	
	12248	6780.65	624.637	
	12249	6825.29	590.34	
	12250	6864.77	549.664	
	12251	6891.37	503.664	
	12252	6901.6	457.664	
	12253	6871.43	411.664	
	12254	6826.39	372.383	
	12255	6767.77	330.332	
	12256	6709.8	306.527	
	12257	6653.71	286.383	
	12258	6596.07	268.887	
	12259	6537.8	253.496	
	12260	6478.77	239.707	
	12261	6419.77	227.305	
	12262	6360.77	216.133	
	12263	6301.77	205.871	
	12264	6242.77	196.344	
	12265	6183.77	187.879	
	12266	6125.27	157.984	
	12267	6067.27	166.441	
	12268	6015.77	179.383	
	12269	5957.27	173.297	
	12270	5899.27	167.395	
	12271	5840.27	162.34	
	12272	5781.37	158.156	
	12273	5722.44	153.316	
	12274	5663.44	149.18	
	12275	5604.94	145.18	
	12276	5476.94	132.18	
	12277	5417.94	128.883	
	12278	5387.06	102.867	
	12279	5328.06	115.242	
	12280	5269.06	132.336	
	12281	5213.06	141.867	
	12282	5157.06	151.867	
	12283	5101.06	161.867	
	12284	5045.06	171.867	
	12285	4889.06	114.867	
	12286	4830.06	115.074	
	12287	4771.56	105.535	
	12288	4712.56	92.7656	
	12289	4653.56	106.086	
	12290	4594.34	93.6953	
	12291	4487.34	111.074	
	12292	4436.22	126.766	
	12293	4377.84	127.809	
	12294	4318.84	128.934	
	12295	4259.84	130.012	
	12296	4200.84	131.957	
	12297	4141.84	134.004	
	12298	4082.84	116.512	
	12299	4023.84	70.0117	
	12300	3964.84	24.0117	
	12301	3828.84	132.012	
	12302	3773.18	145.711	
	12303	3714.68	148.711	
	12304	3655.68	151.719	
	12305	3596.68	155.547	
	12306	3537.68	158.734	
	12307	3478.68	162.73	
	12308	3419.68	116.547	
	12309	3360.68	70.5469	
	12310	3301.68	24.5469	
	12311	3301.68	24.5469	
	12312	3103.68	174.547	
	12313	3054.36	191.473	
	12314	3000.68	196.504	
	12315	2946.68	202.371	
	12316	2892.75	208.352	
	12317	2839.25	213.602	
	12318	2786.25	218.602	
	12319	2733.25	225.602	
	12320	2680.25	231.602	
	12321	2627.25	238.602	
	12322	2574.25	244.602	
	12323	2521.25	251.602	
	12324	2468.25	259.602	
	12325	2271.25	256.602	
	12326	2218.25	265.043	
	12327	2165.75	255.668	
	12328	2111.75	268.309	
	12329	2057.75	277.836	
	12330	2003.75	307.535	
	12331	1949.75	317.484	
	12332	1896.25	326.559	
	12333	1843.25	336.559	
	12334	1719.25	335.559	
	12335	1666.25	346.355	
	12336	1615.89	367.512	
	12337	1562.75	379.074	
	12338	1508.75	390.324	
	12339	1454.92	402.836	
	12340	1400.8	415.285	
	12341	1346.86	431.035	
	12342	1292.91	442.535	
	12343	1238.8	457.391	
	12344	1184.88	472.453	
	12345	1130.9	488.535	
	12346	1076.8	505.535	
	12347	1022.91	523.535	
	12348	926.32	531.395	
	12349	874.707	552.891	
	12350	824.629	576.254	
	12351	775.867	602.297	
	12352	730.078	631.934	
	12353	688.59	666.742	
	12354	654.672	708.914	
	12355	636.762	753.645	
	12356	643.09	798.895	
	12357	667.777	844.145	
	12358	701.848	885.441	
	12359	740.586	919.738	
	12360	781.301	949.965	
	12361	823.273	977.738	
	12362	865.734	1003.08	
	12363	908.77	1026.74	
	12364	952.027	1048.74	
	12365	995.254	1069.74	
	12366	1038.22	1089.74	
	12367	1080.77	1108.68	
	12368	1123.55	1126.66	
	12369	1165.59	1143.74	
	12370	1207.38	1160.12	
	12371	1248.63	1175.87	
	12372	1289.59	1191.5	
	12373	1329.72	1205.96	
	12374	1369.7	1220.45	
	12375	1409.23	1233.94	
	12376	1447.96	1247.57	
	12377	1486.5	1260.25	
	12378	1524.08	1272.73	
	12379	1561.37	1284.73	
	12380	1597.7	1296.64	
	12381	1633.69	1307.71	
	12382	1669.08	1318.7	
	12383	1703.6	1329.85	
	12384	1737.61	1339.93	
	12385	1771.33	1349.91	
	12386	1803.73	1359.79	
	12387	1835.8	1368.9	
	12388	1867.42	1377.91	
	12389	1897.8	1386.81	
	12390	1927.68	1395.59	
	12391	1957.17	1403.74	
	12392	1985.54	1411.72	
	12393	2013.45	1419.47	
	12394	2040.45	1426.73	
	12395	2066.53	1433.77	
	12396	2092.05	1440.73	
	12397	2116.58	1447.67	
	12398	2140.57	1453.74	
	12399	2163.62	1460.06	
	12400	2186.12	1465.85	
	12401	2207.53	1471.67	
	12402	2228.44	1477.23	
	12403	2248.2	1482.65	
	12404	2267.23	1487.62	
	12405	2285.45	1491.77	
	12406	2302.52	1496.65	
	12407	2318.69	1500.66	
	12408	2334.46	1504.66	
	12409	2348.7	1508.66	
	12410	2362.53	1511.67	
	12411	2375.48	1515.32	
	12412	2387.46	1518.42	
	12413	2398.48	1520.75	
	12414	2408.54	1523.66	
	12415	2417.65	1525.66	
	12416	2426.41	1527.76	
	12417	2433.57	1529.66	
	12418	2440.31	1531.65	
	12419	2445.58	1532.66	
	12420	2450.43	1533.77	
	12421	2453.63	1534.66	
	12422	2456.47	1535.65	
	12423	2457.74	1535.68	
	12424	2458.5	1535.8	
	12425	2458.5	1535.8	
	12426	2458.5	1535.8	
	12427	2458.5	1535.8	
	12428	2458.5	1535.8	
	12429	2458.5	1535.8	
	12430	2458.5	1535.8	
	12431	2458.5	1535.79	
	12432	2458.5	1535.79	
	12433	2458.5	1535.79	
	12434	2458.5	1535.79	
	12435	2458.5	1535.79	
	12436	2458.5	1535.79	
	12437	2458.5	1535.79	
	12438	2458.5	1535.79	
	12439	2458.5	1535.79	
	12440	2458.5	1535.79	
	12441	2458.5	1536.04	
	12442	2458.5	1536.29	
	12443	2458.5	1536.29	
	12444	2458.5	1536.29	
	12445	2458.5	1536.29	
	12446	2458.5	1536.29	
	12447	2458.5	1536.29	
	12448	2458.5	1536.29	
	12449	2458.5	1536.29	
	12450	2458.5	1536.29	
	12451	2458.5	1536.29	
	12452	2458.5	1536.29	
	12453	2458.5	1536.29	
	12454	2458.5	1536.29	
	12455	2458.5	1536.29	
	12456	2458.5	1536.29	
	12457	2458.5	1536.29	
	12458	2458.5	1536.29	
	12459	2458.5	1536.29	
	12460	2458.5	1536.29	
	12461	2458.5	1536.29	
	12462	2458.5	1536.29	
	12463	2458.5	1536.29	
	12464	2458.5	1536.29	
	12465	2458.5	1536.29	
	12466	2458.5	1536.29	
	12467	2458.5	1536.29	
	12468	2458.5	1536.29	
	12469	2458.5	1536.29	
	12470	2458.5	1536.29	
	12471	2458.5	1536.29	
	12472	2458.5	1536.29	
	12473	2458.5	1536.29	
	12474	2458.5	1536.29	
	12475	2458.5	1536.29	
	12476	2458.5	1536.29	
	12477	2458.5	1536.29	
	12478	2458.5	1536.29	
	12479	2458.5	1536.29	
	12480	2458.5	1536.29	
	12481	2458.5	1536.29	
	12482	2458.5	1536.29	
	12483	2458.5	1536.29	
	12484	2458.5	1536.29	
	12485	2458.5	1536.29	
	12486	2458.5	1536.29	
	12487	2458.5	1536.29	
	12488	2458.5	1536.29	
	12489	2458.5	1536.29	
	12490	2458.5	1536.29	
	12491	2458.5	1536.29	
	12492	2458.5	1536.29	
	12493	2458.5	1536.29	
	12494	2458.5	1536.29	
	12495	2458.5	1536.29	
	12496	2458.5	1536.29	
	12497	2458.5	1536.29	
	12498	2458.5	1536.29	
	12499	2458.5	1536.29	
	12500	2458.5	1536.29	
	12501	2458.5	1536.29	
	12502	2458.5	1536.29	
	12503	2458.5	1536.29	
	12504	2458.5	1536.29	
	12505	2458.5	1536.29	
	12506	2458.5	1536.29	
	12507	2458.5	1536.29	
	12508	2458.5	1536.29	
	12509	2458.5	1536.29	
	12510	2458.5	1536.29	
	12511	2458.5	1536.29	
	12512	2458.5	1536.29	
	12513	2458.5	1536.29	
	12514	2458.5	1536.29	
	12515	2458.5	1536.29	
	12516	2458.5	1536.29	
	12517	2458.5	1536.29	
	12518	2458.5	1536.29	
	12519	2458.5	1536.29	
	12520	2458.5	1536.29	
	12521	2458.5	1536.29	
	12522	2458.5	1536.29	
	12523	2458.5	1536.29	
	12524	2458.5	1536.29	
	12525	2458.5	1536.29	
	12526	2458.5	1536.29	
	12527	2458.5	1536.29	
	12528	2458.5	1536.29	
	12529	2458.5	1536.29	
	12530	2458.5	1536.29	
	12531	2458.5	1536.29	
	12532	2458.5	1536.29	
	12533	2458.5	1536.29	
	12534	2458.5	1536.29	
	12535	2458.5	1536.29	
	12536	2458.5	1536.29	
	12537	2458.5	1536.29	
	12538	2458.5	1536.29	
	12539	2458.5	1536.29	
	12540	2458.5	1536.29	
	12541	2458.5	1536.29	
	12542	2458.5	1536.29	
	12543	2458.5	1536.29	
	12544	2458.5	1536.29	
	12545	2458.5	1536.29	
	12546	2458.5	1536.29	
	12547	2458.5	1536.29	
	12548	2458.5	1536.29	
	12549	2458.5	1536.29	
	12550	2458.5	1536.29	
	12551	2458.5	1536.29	
	12552	2458.5	1536.29	
	12553	2458.5	1536.29	
	12554	2458.5	1536.29	
	12555	2458.5	1536.29	
	12556	2458.5	1536.29	
	12557	2458.5	1536.29	
	12558	2458.5	1536.29	
	12559	2458.5	1536.29	
	12560	2458.5	1536.29	
	12561	2458.5	1536.29	
	12562	2458.5	1536.29	
	12563	2458.5	1536.29	
	12564	2458.5	1536.29	
	12565	2458.5	1536.29	
	12566	2458.5	1536.29	
	12567	2458.5	1536.29	
	12568	2458.5	1536.29	
	12569	2458.5	1536.29	
	12570	2458.5	1536.29	
	12571	2458.5	1536.29	
	12572	2458.5	1536.29	
	12573	2458.5	1536.29	
	12574	2458.5	1536.29	
	12575	2458.5	1536.29	
	12576	2458.5	1536.29	
	12577	2458.5	1536.29	
	12578	2458.5	1536.29	
	12579	2458.5	1536.29	
	12580	2458.5	1536.29	
	12581	2458.5	1536.29	
	12582	2458.5	1536.29	
	12583	2458.5	1536.29	
	12584	2458.5	1536.29	
	12585	2458.5	1536.29	
	12586	2458.5	1536.29	
	12587	2458.5	1536.29	
	12588	2458.5	1536.29	
	12589	2458.5	1536.29	
	12590	2458.5	1536.29	
	12591	2458.5	1536.29	
	12592	2458.5	1536.29	
	12593	2458.5	1536.29	
	12594	2458.5	1536.29	
	12595	2458.5	1536.29	
	12596	2458.5	1536.29	
	12597	2458.5	1536.29	
	12598	2458.5	1536.29	
	12599	2458.5	1536.29	
	12600	2458.5	1536.29	
	12601	2458.5	1536.29	
	12602	2458.5	1536.29	
	12603	2458.5	1536.29	
	12604	2458.5	1536.29	
	12605	2458.5	1536.29	
	12606	2458.5	1536.29	
	12607	2458.5	1536.29	
	12608	2458.5	1536.29	
	12609	2458.5	1536.29	
	12610	2458.5	1536.29	
	12611	2458.5	1536.29	
	12612	2458.5	1536.29	
	12613	2458.5	1536.29	
	12614	2458.5	1536.29	
	12615	2458.5	1536.29	
	12616	2458.5	1536.29	
	12617	2458.5	1536.29	
	12618	2458.5	1536.29	
	12619	2458.5	1536.29	
	12620	2458.5	1536.29	
	12621	2458.5	1536.29	
	12622	2458.5	1536.29	
	12623	2458.5	1536.29	
	12624	2458.5	1536.29	
	12625	2458.5	1536.29	
	12626	2458.5	1536.29	
	12627	2458.5	1536.29	
	12628	2458.5	1536.29	
	12629	2458.5	1536.29	
	12630	2458.5	1536.29	
	12631	2458.5	1536.29	
	12632	2458.5	1536.29	
	12633	2458.5	1536.29	
	12634	2458.5	1536.29	
	12635	2458.5	1536.29	
	12636	2458.5	1536.29	
	12637	2458.5	1536.29	
	12638	2458.5	1536.29	
	12639	2458.5	1536.29	
	12640	2458.5	1536.29	
	12641	2458.5	1536.29	
	12642	2458.5	1536.29	
	12643	2458.5	1536.29	
	12644	2458.5	1536.29	
	12645	2458.5	1536.29	
	12646	2458.5	1536.29	
	12647	2458.5	1536.29	
	12648	2458.5	1536.29	
	12649	2458.5	1536.29	
	12650	2458.5	1536.29	
	12651	2458.5	1536.29	
	12652	2458.5	1536.29	
	12653	2458.5	1536.29	
	12654	2458.5	1536.29	
	12655	2458.5	1536.29	
	12656	2458.5	1536.29	
	12657	2458.5	1536.29	
	12658	2458.5	1536.29	
	12659	2458.5	1536.29	
	12660	2458.5	1536.29	
	12661	2458.5	1536.29	
	12662	2458.5	1536.29	
	12663	2458.5	1536.29	
	12664	2458.5	1536.29	
	12665	2458.5	1536.29	
	12666	2458.5	1536.29	
	12667	2458.5	1536.29	
	12668	2458.5	1536.29	
	12669	2458.5	1536.29	
	12670	2458.5	1536.29	
	12671	2458.5	1536.29	
	12672	2458.5	1536.29	
	12673	2458.5	1536.29	
	12674	2458.5	1536.29	
	12675	2458.5	1536.29	
	12676	2458.5	1536.29	
	12677	2458.5	1536.29	
	12678	2458.5	1536.29	
	12679	2458.5	1536.29	
	12680	2458.5	1536.29	
	12681	2458.5	1536.29	
	12682	2458.5	1536.29	
	12683	2458.5	1536.29	
	12684	2458.5	1536.29	
	12685	2458.5	1536.29	
	12686	2458.5	1536.29	
	12687	2458.5	1536.29	
	12688	2458.5	1536.29	
	12689	2458.5	1536.29	
	12690	2458.5	1536.29	
	12691	2458.5	1536.29	
	12692	2458.5	1536.29	
	12693	2458.5	1536.29	
	12694	2458.5	1536.29	
	12695	2458.5	1536.29	
	12696	2458.5	1536.29	
	12697	2458.5	1536.29	
	12698	2458.5	1536.29	
	12699	2458.5	1536.29	
	12700	2458.5	1536.29	
	12701	2458.5	1536.29	
	12702	2458.5	1536.29	
	12703	2458.5	1536.29	
	12704	2458.5	1536.29	
	12705	2458.5	1536.29	
	12706	2458.5	1536.29	
	12707	2458.5	1536.29	
	12708	2458.5	1536.29	
	12709	2458.5	1536.29	
	12710	2458.5	1536.29	
	12711	2458.5	1536.29	
	12712	2458.5	1536.29	
	12713	2458.5	1536.29	
	12714	2458.5	1536.29	
	12715	2458.5	1536.29	
	12716	2458.5	1536.29	
	12717	2458.5	1536.29	
	12718	2458.5	1536.29	
	12719	2458.5	1536.29	
	12720	2458.5	1536.29	
	12721	2458.5	1536.29	
	12722	2458.5	1536.29	
	12723	2458.5	1536.29	
	12724	2458.5	1536.29	
	12725	2458.5	1536.29	
	12726	2458.5	1536.29	
	12727	2458.5	1536.29	
	12728	2458.5	1536.29	
	12729	2458.5	1536.29	
	12730	2458.5	1536.29	
	12731	2458.5	1536.29	
	12732	2458.5	1536.29	
	12733	2458.5	1536.29	
	12734	2458.5	1536.29	
	12735	2458.5	1536.29	
	12736	2458.5	1536.29	
	12737	2458.5	1536.29	
	12738	2458.5	1536.29	
	12739	2458.5	1536.29	
	12740	2458.5	1536.29	
	12741	2458.5	1536.29	
	12742	2458.5	1536.29	
	12743	2458.5	1536.29	
	12744	2458.5	1536.29	
	12745	2458.5	1536.29	
	12746	2458.5	1536.29	
	12747	2458.5	1536.29	
	12748	2458.5	1536.29	
	12749	2458.5	1536.29	
	12750	2458.5	1536.29	
	12751	2458.5	1536.29	
	12752	2458.5	1536.29	
	12753	2458.5	1536.29	
	12754	2458.5	1536.29	
	12755	2458.5	1536.3	
	12756	2458.5	1536.3	
	12757	2458.5	1536.3	
	12758	2458.5	1536.3	
	12759	2458.5	1536.3	
	12760	2458.5	1536.3	
	12761	2458.5	1536.3	
	12762	2458.5	1536.3	
	12763	2458.5	1536.3	
	12764	2458.5	1536.3	
	12765	2458.5	1536.3	
	12766	2458.5	1536.3	
	12767	2458.5	1536.3	
	12768	2458.5	1536.3	
	12769	2458.5	1536.3	
	12770	2458.5	1536.3	
	12771	2458.5	1536.3	
	12772	2458.5	1536.3	
	12773	2458.5	1536.3	
	12774	2458.5	1536.3	
	12775	2458.5	1536.3	
	12776	2458.5	1536.3	
	12777	2458.5	1536.3	
	12778	2458.5	1536.3	
	12779	2458.5	1536.3	
	12780	2458.5	1536.3	
	12781	2458.5	1536.3	
	12782	2458.5	1536.3	
	12783	2458.5	1536.3	
	12784	2458.5	1536.3	
	12785	2458.5	1536.3	
	12786	2458.5	1536.3	
	12787	2458.5	1536.3	
	12788	2458.5	1536.3	
	12789	2458.56	1536.31	
	12790	2459.54	1536.4	
	12791	2460.7	1536.62	
	12792	2462.63	1536.88	
	12793	2465.5	1536.94	
	12794	2468.5	1536.99	
	12795	2471.86	1537.17	
	12796	2476.21	1537.7	
	12797	2480.59	1537.96	
	12798	2485.77	1538.08	
	12799	2491.56	1538.82	
	12800	2497.66	1539	
	12801	2504.55	1539.54	
	12802	2511.63	1539.99	
	12803	2519.55	1540.56	
	12804	2527.63	1541.01	
	12805	2536.55	1541.84	
	12806	2545.61	1542.11	
	12807	2555.54	1542.98	
	12808	2565.59	1543.75	
	12809	2576.51	1544.15	
	12810	2587.55	1545.02	
	12811	2599.46	1545.97	
	12812	2611.5	1546.75	
	12813	2623.93	1547.42	
	12814	2637.16	1548.1	
	12815	2650.55	1549.07	
	12816	2664.57	1550.06	
	12817	2679.4	1551.04	
	12818	2694.41	1552.04	
	12819	2709.57	1553.05	
	12820	2725.55	1554.06	
	12821	2742.09	1555.07	
	12822	2758.73	1556.08	
	12823	2776.43	1557.09	
	12824	2793.9	1558.13	
	12825	2812.39	1559.51	
	12826	2830.63	1560.82	
	12827	2849.77	1562.05	
	12828	2869.51	1563.09	
	12829	2889.51	1564.11	
	12830	2909.59	1565.58	
	12831	2930.54	1567.02	
	12832	2951.63	1568.1	
	12833	2973.46	1569.47	
	12834	2995.54	1570.86	
	12835	3018	1572.1	
	12836	3040.71	1573.49	
	12837	3064.41	1574.93	
	12838	3087.75	1576.11	
	12839	3112	1577.55	
	12840	3136.54	1579.1	
	12841	3161.45	1580.5	
	12842	3186.59	1581.93	
	12843	3212.44	1583.5	
	12844	3238.54	1584.69	
	12845	3264.79	1586.5	
	12846	3291.61	1587.57	
	12847	3318.92	1589.5	
	12848	3346.55	1590.53	
	12849	3374.52	1592.5	
	12850	3402.67	1593.51	
	12851	3431.4	1595.6	
	12852	3460.43	1596.8	
	12853	3490.04	1598.64	
	12854	3519.57	1599.87	
	12855	3549.79	1601.67	
	12856	3580.33	1602.94	
	12857	3611.25	1604.69	
	12858	3642.33	1606.01	
	12859	3673.68	1608.14	
	12860	3705.44	1609.3	
	12861	3737.77	1611.11	
	12862	3770.33	1612.31	
	12863	3803.3	1614.02	
	12864	3836.35	1615.3	
	12865	3869.8	1616.86	
	12866	3903.45	1618.26	
	12867	3937.64	1619.74	
	12868	3972.32	1621.23	
	12869	4007.17	1622.52	
	12870	4042.23	1623.99	
	12871	4077.35	1625.35	
	12872	4113.25	1626.77	
	12873	4149.23	1628.11	
	12874	4185.33	1629.38	
	12875	4221.87	1630.73	
	12876	4258.47	1632	
	12877	4295.78	1633.25	
	12878	4333.32	1634.39	
	12879	4371.1	1635.58	
	12880	4409.02	1636.83	
	12881	4447.29	1637.9	
	12882	4485.45	1638.99	
	12883	4524.37	1640.04	
	12884	4563.38	1641.04	
	12885	4602.72	1642	
	12886	4642.35	1642.91	
	12887	4682.32	1643.81	
	12888	4722.33	1644.54	
	12889	4762.43	1645.33	
	12890	4803.32	1646.1	
	12891	4844.24	1646.76	
	12892	4885.28	1647.31	
	12893	4926.35	1647.9	
	12894	4968.07	1648.31	
	12895	5009.46	1648.81	
	12896	5051.46	1649.14	
	12897	5094.01	1649.33	
	12898	5136.33	1649.48	
	12899	5179.21	1649.62	
	12900	5221.96	1649.66	
	12901	5265.18	1649.55	
	12902	5308.33	1649.4	
	12903	5351.64	1649.23	
	12904	5395.38	1648.89	
	12905	5439.36	1648.33	
	12906	5483.38	1647.84	
	12907	5527.66	1647.12	
	12908	5572.33	1646.26	
	12909	5617.12	1645.29	
	12910	5661.73	1644.25	
	12911	5706.82	1643	
	12912	5752.27	1641.55	
	12913	5797.37	1640.08	
	12914	5843.19	1638.3	
	12915	5888.48	1636.39	
	12916	5934.42	1634.31	
	12917	5980.43	1632.06	
	12918	6026.69	1629.45	
	12919	6073.31	1626.81	
	12920	6119.43	1623.82	
	12921	6166.33	1620.43	
	12922	6213.13	1616.93	
	12923	6259.79	1613.07	
	12924	6306.75	1608.89	
	12925	6354.04	1604.26	
	12926	6401.31	1599.26	
	12927	6448.36	1593.84	
	12928	6495.65	1587.89	
	12929	6543.33	1581.3	
	12930	6590.5	1574.21	
	12931	6638.33	1566.26	
	12932	6685.5	1557.5	
	12933	6733.32	1547.89	
	12934	6780.38	1536.97	
	12935	6827.43	1524.59	
	12936	6874.34	1510.4	
	12937	6920.36	1493.9	
	12938	6965.36	1473.9	
	12939	7008.04	1448.87	
	12940	7044.46	1415.46	
	12941	7064.9	1371.26	
	12942	7055.73	1327.26	
	12943	7027.55	1283.26	
	12944	6991.43	1245.45	
	12945	6951.79	1215.21	
	12946	6910.11	1187.88	
	12947	6866.49	1162.76	
	12948	6822.38	1139.3	
	12949	6777.39	1117.3	
	12950	6731.98	1096.41	
	12951	6685.91	1076.52	
	12952	6639.38	1057.48	
	12953	6592.51	1039.26	
	12954	6545.47	1021.61	
	12955	6498.34	1004.57	
	12956	6450.82	988.188	
	12957	6403.33	972.215	
	12958	6355.33	956.664	
	12959	6307.33	941.563	
	12960	6259.22	926.945	
	12961	6210.49	912.695	
	12962	6162.33	898.82	
	12963	6113.49	885.258	
	12964	6065.25	871.996	
	12965	6016.33	859.125	
	12966	5967.39	846.418	
	12967	5918.42	834.219	
	12968	5869.45	822.195	
	12969	5820.43	810.359	
	12970	5771.4	798.934	
	12971	5722.34	787.719	
	12972	5673.33	776.77	
	12973	5624.13	766.043	
	12974	5574.54	755.496	
	12975	5525.4	745.301	
	12976	5476.33	735.301	
	12977	5426.95	725.504	
	12978	5377.46	716.059	
	12979	5328.33	706.734	
	12980	5279.1	697.578	
	12981	5229.49	688.801	
	12982	5180.35	680.133	
	12983	5131.31	671.613	
	12984	5081.64	663.355	
	12985	5032.43	655.348	
	12986	4983.33	647.504	
	12987	4934.33	639.945	
	12988	4885.01	632.477	
	12989	4835.68	625.305	
	12990	4786.54	618.305	
	12991	4737.51	611.477	
	12992	4688.52	604.945	
	12993	4639.57	598.469	
	12994	4590.81	592.301	
	12995	4542.28	586.297	
	12996	4493.33	580.453	
	12997	4444.48	574.914	
	12998	4396.2	569.422	
	12999	4347.4	564.262	
	13000	4299.2	559.262	
	13001	4250.48	554.355	
	13002	4202.35	549.816	
	13003	4154.33	545.281	
	13004	4106.33	541.086	
	13005	4058.33	537.008	
	13006	4010.33	533.184	
	13007	3962.37	529.414	
	13008	3914.53	525.992	
	13009	3867.33	522.715	
	13010	3819.54	519.574	
	13011	3772.37	516.734	
	13012	3725.33	514.008	
	13013	3678.33	511.426	
	13014	3631.33	509.211	
	13015	3584.4	507.063	
	13016	3537.7	505.137	
	13017	3491.33	503.316	
	13018	3445.1	501.855	
	13019	3398.61	500.395	
	13020	3352.55	499.262	
	13021	3306.82	498.262	
	13022	3261.33	497.465	
	13023	3215.47	496.941	
	13024	3170.33	496.484	
	13025	3125.3	496.305	
	13026	3080.29	496.301	
	13027	3035.33	496.461	
	13028	2990.44	496.918	
	13029	2946.33	497.418	
	13030	2901.8	498.262	
	13031	2857.69	499.246	
	13032	2814.1	500.301	
	13033	2770.34	501.699	
	13034	2726.93	503.262	
	13035	2683.51	504.953	
	13036	2640.52	506.906	
	13037	2598.04	508.977	
	13038	2555.37	511.262	
	13039	2513.33	513.82	
	13040	2471.3	516.402	
	13041	2429.33	519.289	
	13042	2387.48	522.352	
	13043	2346.34	525.625	
	13044	2305.33	529.117	
	13045	2264.37	532.746	
	13046	2223.77	536.469	
	13047	2183.43	540.484	
	13048	2143.42	544.777	
	13049	2103.61	549.145	
	13050	2064.33	553.668	
	13051	2025.33	558.363	
	13052	1986.33	563.309	
	13053	1947.44	568.402	
	13054	1909.33	573.777	
	13055	1871.33	579.254	
	13056	1833.4	584.898	
	13057	1796.33	590.66	
	13058	1759.12	596.656	
	13059	1722.33	602.875	
	13060	1685.5	609.23	
	13061	1649.43	615.699	
	13062	1613.55	622.313	
	13063	1578.33	629.258	
	13064	1543.33	636.258	
	13065	1508.33	643.328	
	13066	1473.66	650.719	
	13067	1439.49	658.234	
	13068	1405.93	665.863	
	13069	1372.4	673.563	
	13070	1339.38	681.477	
	13071	1306.59	689.574	
	13072	1274.38	697.883	
	13073	1242.4	706.25	
	13074	1210.92	714.684	
	13075	1179.5	723.266	
	13076	1148.88	732.078	
	13077	1118.39	740.941	
	13078	1088.38	749.934	
	13079	1058.59	759.238	
	13080	1029.4	768.496	
	13081	1000.46	777.891	
	13082	972.281	787.219	
	13083	944.266	796.828	
	13084	916.438	806.348	
	13085	889.348	816.148	
	13086	862.43	825.973	
	13087	836.266	835.777	
	13088	810.277	845.699	
	13089	784.484	855.684	
	13090	759.434	865.734	
	13091	734.82	875.848	
	13092	710.465	886.039	
	13093	686.707	896.164	
	13094	663.387	906.27	
	13095	640.402	916.563	
	13096	618.07	926.852	
	13097	595.949	937.133	
	13098	574.355	947.262	
	13099	553.262	957.57	
	13100	532.375	967.855	
	13101	512.25	978.105	
	13102	492.332	988.184	
	13103	472.859	998.281	
	13104	453.973	1008.4	
