Adobe After Effects 8.0 Keyframe Data

	Units Per Second	59.94
	Source Width	7680
	Source Height	3840
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Spider	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	13105	435.383	1018.48	
	13106	417.375	1028.46	
	13107	399.621	1038.34	
	13108	382.469	1048.2	
	13109	365.852	1058.06	
	13110	349.465	1067.64	
	13111	333.66	1077.18	
	13112	318.379	1086.58	
	13113	303.398	1095.95	
	13114	289.043	1105.13	
	13115	274.949	1114.14	
	13116	261.352	1123.04	
	13117	248.258	1131.69	
	13118	235.383	1140.19	
	13119	223.258	1148.57	
	13120	211.324	1156.8	
	13121	199.699	1164.79	
	13122	188.699	1172.54	
	13123	178.32	1180.16	
	13124	168.242	1187.46	
	13125	158.375	1194.65	
	13126	149.23	1201.53	
	13127	140.313	1208.18	
	13128	131.613	1214.63	
	13129	123.559	1220.81	
	13130	116.254	1226.69	
	13131	108.922	1232.23	
	13132	102.258	1237.66	
	13133	95.5781	1242.73	
	13134	89.6445	1247.46	
	13135	84.3125	1252.05	
	13136	79.207	1256.17	
	13137	74.3711	1260.1	
	13138	70.1602	1263.55	
	13139	66.25	1266.82	
	13140	62.4648	1269.72	
	13141	59.4258	1272.22	
	13142	56.8047	1274.49	
	13143	54.4531	1276.36	
	13144	52.5586	1278.07	
	13145	51.332	1279.18	
	13146	50.3164	1280.14	
	13147	49.4688	1280.61	
	13148	49.3789	1280.81	
	13149	49.3789	1280.81	
	13150	49.3789	1280.81	
	13151	49.3789	1280.81	
	13152	49.3789	1280.81	
	13153	49.3789	1280.81	
	13154	49.3789	1280.81	
	13155	49.3789	1280.81	
	13156	49.3789	1281.06	
	13157	49.3789	1281.06	
	13158	49.3789	1281.06	
	13159	49.3789	1281.06	
	13160	49.3789	1281.06	
	13161	49.3789	1281.06	
	13162	49.3789	1281.06	
	13163	49.3789	1281.06	
	13164	49.3789	1281.06	
	13165	49.3789	1281.06	
	13166	49.3789	1281.06	
	13167	49.3789	1281.06	
	13168	49.3789	1281.06	
	13169	49.3789	1281.06	
	13170	49.3789	1281.06	
	13171	49.3789	1281.06	
	13172	49.3789	1281.06	
	13173	49.3789	1281.06	
	13174	49.3789	1281.06	
	13175	49.3789	1281.06	
	13176	49.3789	1281.06	
	13177	49.3789	1281.06	
	13178	49.3789	1281.06	
	13179	49.3789	1281.06	
	13180	49.3789	1281.06	
	13181	49.3789	1281.06	
	13182	49.3789	1281.06	
	13183	49.3789	1281.06	
	13184	49.3789	1281.06	
	13185	49.3789	1281.06	
	13186	49.3789	1281.06	
	13187	49.3789	1281.06	
	13188	49.3789	1281.06	
	13189	49.3789	1281.06	
	13190	49.3789	1281.06	
	13191	49.3789	1281.06	
	13192	49.3789	1281.06	
	13193	49.3789	1281.06	
	13194	49.3789	1281.06	
	13195	49.3789	1281.06	
	13196	49.3789	1281.06	
	13197	49.3789	1281.06	
	13198	49.3789	1281.06	
	13199	49.3789	1281.06	
	13200	49.3789	1281.06	
	13201	49.3789	1281.06	
	13202	49.3789	1281.06	
	13203	49.3789	1281.06	
	13204	49.3789	1281.06	
	13205	49.3789	1281.06	
	13206	49.3789	1281.06	
	13207	49.3789	1281.06	
	13208	49.3789	1281.06	
	13209	49.3789	1281.06	
	13210	49.3789	1281.06	
	13211	49.3789	1281.06	
	13212	49.3789	1281.06	
	13213	49.3789	1281.06	
	13214	49.3789	1281.06	
	13215	49.3789	1281.06	
	13216	49.3789	1281.06	
	13217	49.3789	1281.06	
	13218	49.3789	1281.06	
	13219	49.3789	1281.06	
	13220	49.3789	1281.06	
	13221	49.3789	1281.06	
	13222	49.3789	1281.06	
	13223	49.3789	1281.06	
	13224	49.3789	1281.06	
	13225	49.3789	1281.06	
	13226	49.3789	1281.06	
	13227	49.3789	1281.06	
	13228	49.3789	1281.06	
	13229	49.3789	1281.06	
	13230	49.3789	1281.06	
	13231	49.3789	1281.06	
	13232	49.3789	1281.06	
	13233	49.3789	1281.06	
	13234	49.3789	1281.06	
	13235	49.3789	1281.06	
	13236	49.3789	1281.06	
	13237	49.3789	1281.06	
	13238	49.3789	1281.06	
	13239	49.3789	1281.06	
	13240	49.3789	1281.06	
	13241	49.3789	1281.06	
	13242	49.3789	1281.06	
	13243	49.3789	1281.06	
	13244	49.3789	1281.06	
	13245	49.3789	1281.06	
	13246	49.3789	1281.06	
	13247	49.3789	1281.06	
	13248	49.3789	1281.06	
	13249	49.3789	1281.06	
	13250	49.3789	1281.06	
	13251	49.3789	1281.06	
	13252	49.3789	1281.06	
	13253	49.3789	1281.06	
	13254	49.3789	1281.06	
	13255	49.3789	1281.06	
	13256	49.3789	1281.06	
	13257	49.3789	1281.06	
	13258	49.3789	1281.06	
	13259	49.3789	1281.06	
	13260	49.3789	1281.06	
	13261	49.3789	1281.06	
	13262	49.3789	1281.06	
	13263	49.3789	1281.06	
	13264	49.3789	1281.06	
	13265	49.3789	1281.06	
	13266	49.3789	1281.06	
	13267	49.3789	1281.06	
	13268	49.3789	1281.06	
	13269	49.3789	1281.06	
	13270	49.3789	1281.06	
	13271	49.3789	1281.06	
	13272	49.3789	1281.06	
	13273	49.3789	1281.06	
	13274	49.3789	1281.06	
	13275	49.3789	1281.06	
	13276	49.3789	1281.06	
	13277	49.3789	1281.06	
	13278	49.3789	1281.06	
	13279	49.3789	1281.06	
	13280	49.3789	1281.06	
	13281	49.3789	1281.06	
	13282	49.3789	1281.06	
	13283	49.3789	1281.06	
	13284	49.3789	1281.06	
	13285	49.3789	1281.06	
	13286	49.3789	1281.06	
	13287	49.3789	1281.06	
	13288	49.3789	1281.06	
	13289	49.3789	1281.06	
	13290	49.3789	1281.06	
	13291	49.3789	1281.06	
	13292	49.3789	1281.06	
	13293	49.3789	1281.06	
	13294	49.3789	1281.06	
	13295	49.3789	1281.06	
	13296	49.3789	1281.06	
	13297	49.3789	1281.06	
	13298	49.3789	1281.06	
	13299	49.3789	1281.06	
	13300	49.3789	1281.06	
	13301	49.3789	1281.06	
	13302	49.3789	1281.06	
	13303	49.3789	1281.06	
	13304	49.3789	1281.06	
	13305	49.3789	1281.06	
	13306	49.3789	1281.06	
	13307	49.3789	1281.06	
	13308	49.3789	1281.06	
	13309	49.3789	1281.06	
	13310	49.3789	1281.06	
	13311	49.3789	1281.06	
	13312	49.3789	1281.06	
	13313	49.3789	1281.06	
	13314	49.3789	1281.06	
	13315	49.3789	1281.06	
	13316	49.3789	1281.06	
	13317	49.3789	1281.06	
	13318	49.3789	1281.06	
	13319	49.3789	1281.06	
	13320	49.3789	1281.06	
	13321	49.3789	1281.06	
	13322	49.3789	1281.06	
	13323	49.3789	1281.06	
	13324	49.3789	1281.06	
	13325	49.3789	1281.06	
	13326	49.3789	1281.06	
	13327	49.3789	1281.06	
	13328	49.3789	1281.06	
	13329	49.3789	1281.06	
	13330	49.3789	1281.06	
	13331	49.3789	1281.06	
	13332	49.3789	1281.06	
	13333	49.3789	1281.06	
	13334	49.3789	1281.06	
	13335	49.3789	1281.06	
	13336	49.3789	1281.06	
	13337	49.3789	1281.06	
	13338	49.3789	1281.06	
	13339	49.3789	1281.06	
	13340	49.3789	1281.06	
	13341	49.3789	1281.06	
	13342	49.3789	1281.06	
	13343	49.3789	1281.06	
	13344	49.3789	1281.06	
	13345	49.3789	1281.06	
	13346	49.3789	1281.06	
	13347	49.3789	1281.06	
	13348	49.3789	1281.06	
	13349	49.3789	1281.06	
	13350	49.3789	1281.06	
	13351	49.3789	1281.06	
	13352	49.3789	1281.06	
	13353	49.3789	1281.06	
	13354	49.3789	1281.06	
	13355	49.3789	1281.06	
	13356	49.3789	1281.06	
	13357	49.3789	1281.06	
	13358	49.3789	1281.06	
	13359	49.3789	1281.06	
	13360	49.3789	1281.06	
	13361	49.3789	1281.06	
	13362	49.3789	1281.06	
	13363	49.3789	1281.06	
	13364	49.3789	1281.06	
	13365	49.3789	1281.06	
	13366	49.3789	1281.06	
	13367	49.3789	1281.06	
	13368	49.3789	1281.06	
	13369	49.3789	1281.06	
	13370	49.3789	1281.06	
	13371	49.3789	1281.06	
	13372	49.3789	1281.06	
	13373	49.3789	1281.06	
	13374	49.3789	1281.06	
	13375	49.3789	1281.06	
	13376	49.3789	1281.06	
	13377	49.3789	1281.06	
	13378	49.3789	1281.06	
	13379	49.3789	1281.06	
	13380	49.3789	1281.06	
	13381	49.3789	1281.06	
	13382	49.3789	1281.06	
	13383	49.3789	1281.06	
	13384	49.3789	1281.06	
	13385	49.3789	1281.06	
	13386	49.3789	1281.06	
	13387	49.3789	1281.06	
	13388	49.3789	1281.06	
	13389	49.3789	1281.06	
	13390	49.3789	1281.06	
	13391	49.3789	1281.06	
	13392	49.3789	1281.06	
	13393	49.3789	1281.06	
	13394	49.3789	1281.06	
	13395	49.3789	1281.06	
	13396	49.3789	1281.06	
	13397	49.3789	1281.06	
	13398	49.3789	1281.06	
	13399	49.3789	1281.06	
	13400	49.3789	1281.06	
	13401	49.3789	1281.06	
	13402	49.3789	1281.06	
	13403	49.3789	1281.06	
	13404	49.3789	1281.06	
	13405	49.3789	1281.06	
	13406	49.3789	1281.06	
	13407	49.3789	1281.06	
	13408	49.3789	1281.06	
	13409	49.3789	1281.06	
	13410	49.3789	1281.06	
	13411	49.3789	1281.06	
	13412	49.3789	1281.06	
	13413	49.3789	1281.06	
	13414	49.3789	1281.06	
	13415	49.3789	1281.06	
	13416	49.3789	1281.06	
	13417	49.3789	1281.06	
	13418	49.3789	1281.06	
	13419	49.3789	1281.06	
	13420	49.3789	1281.06	
	13421	49.3789	1281.06	
	13422	49.3789	1281.06	
	13423	49.3789	1281.06	
	13424	49.3789	1281.06	
	13425	49.3789	1281.06	
	13426	49.3789	1281.06	
	13427	49.3789	1281.06	
	13428	49.3789	1281.06	
	13429	49.3789	1281.06	
	13430	49.3789	1281.06	
	13431	49.3789	1281.06	
	13432	49.3789	1281.06	
	13433	49.3789	1281.06	
	13434	49.3789	1281.06	
	13435	49.3789	1281.06	
	13436	49.3789	1281.06	
	13437	49.3789	1281.06	
	13438	49.3789	1281.06	
	13439	49.3789	1281.06	
	13440	49.3789	1281.06	
	13441	49.3789	1281.06	
	13442	49.3789	1281.06	
	13443	49.3789	1281.06	
	13444	49.3789	1281.06	
	13445	49.3789	1281.06	
	13446	49.3789	1281.06	
	13447	49.3789	1281.06	
	13448	49.3789	1281.06	
	13449	49.3789	1281.06	
	13450	49.3789	1281.06	
	13451	49.3789	1281.06	
	13452	49.3789	1281.06	
	13453	49.3789	1281.06	
	13454	49.3789	1281.06	
	13455	49.3789	1281.06	
	13456	49.3789	1281.06	
	13457	49.3789	1281.06	
	13458	49.3789	1281.06	
	13459	49.3789	1281.06	
	13460	49.3789	1281.06	
	13461	49.3789	1281.06	
	13462	49.3789	1281.06	
	13463	49.3789	1281.06	
	13464	49.3789	1281.06	
	13465	49.3789	1281.06	
	13466	49.3789	1281.06	
	13467	49.3789	1281.06	
	13468	49.3789	1281.06	
	13469	49.3789	1281.06	
	13470	49.3789	1281.06	
	13471	49.3789	1281.06	
	13472	49.3789	1281.06	
	13473	49.3789	1281.06	
	13474	49.3789	1281.06	
	13475	49.3789	1281.06	
	13476	49.3789	1281.06	
	13477	49.3789	1281.06	
	13478	49.3789	1281.06	
	13479	49.3789	1281.06	
	13480	49.3789	1281.06	
	13481	49.3789	1281.06	
	13482	49.3789	1281.06	
	13483	49.3789	1281.06	
	13484	49.3789	1281.06	
	13485	49.3789	1281.06	
	13486	49.3789	1281.06	
	13487	49.3789	1281.06	
	13488	49.3789	1281.06	
	13489	49.3789	1281.06	
	13490	49.3789	1281.06	
	13491	49.3789	1281.06	
	13492	49.3789	1281.06	
	13493	49.3789	1281.06	
	13494	49.3789	1281.06	
	13495	49.3789	1281.06	
	13496	49.3789	1281.06	
	13497	49.3789	1281.06	
	13498	49.3789	1281.06	
	13499	49.3789	1281.06	
	13500	49.3789	1281.06	
	13501	49.3789	1281.06	
	13502	49.3789	1281.06	
	13503	49.3789	1281.06	
	13504	49.3789	1281.06	
	13505	49.3789	1281.06	
	13506	49.3789	1281.06	
	13507	49.3789	1281.06	
	13508	49.3789	1281.06	
	13509	49.3789	1281.06	
	13510	49.3789	1281.06	
	13511	49.3789	1281.06	
	13512	49.3789	1281.06	
	13513	49.3789	1281.06	
	13514	49.3789	1281.06	
	13515	49.3789	1281.06	
	13516	49.3789	1281.06	
	13517	49.4102	1281.07	
	13518	49.6133	1281.09	
	13519	50.2734	1281.16	
	13520	50.6797	1281.29	
	13521	51.4453	1281.41	
	13522	52.4375	1281.54	
	13523	53.4883	1281.81	
	13524	55.0078	1282.01	
	13525	56.3828	1282.17	
	13526	58.2227	1282.42	
	13527	59.957	1282.75	
	13528	61.9688	1283.03	
	13529	64.2305	1283.33	
	13530	66.4063	1283.65	
	13531	69.1211	1284.02	
	13532	71.5664	1284.34	
	13533	74.4492	1284.72	
	13534	77.4727	1285.06	
	13535	80.6875	1285.41	
	13536	84.2539	1285.86	
	13537	87.5313	1286.12	
	13538	91.3711	1286.46	
	13539	95.293	1286.95	
	13540	99.3047	1287.21	
	13541	103.398	1287.52	
	13542	107.68	1287.98	
	13543	112.336	1288.18	
	13544	117.074	1288.45	
	13545	121.734	1288.85	
	13546	126.738	1289.04	
	13547	132.07	1289.25	
	13548	137.34	1289.42	
	13549	142.664	1289.63	
	13550	148.383	1289.86	
	13551	154.285	1289.97	
	13552	160.266	1290.01	
	13553	166.301	1290.03	
	13554	172.438	1290.03	
	13555	178.98	1290.02	
	13556	185.414	1289.98	
	13557	192.293	1289.84	
	13558	199.219	1289.57	
	13559	206.227	1289.39	
	13560	213.301	1289.11	
	13561	220.453	1288.9	
	13562	228.156	1288.42	
	13563	235.48	1288.05	
	13564	243.379	1287.54	
	13565	251.309	1287.06	
	13566	259.34	1286.44	
	13567	267.406	1285.95	
	13568	275.688	1285.15	
	13569	284.309	1284.41	
	13570	292.797	1283.62	
	13571	301.449	1282.85	
	13572	310.387	1281.93	
	13573	319.387	1280.96	
	13574	328.449	1279.93	
	13575	337.785	1278.79	
	13576	347.301	1277.54	
	13577	356.648	1276.37	
	13578	366.383	1275.07	
	13579	376.293	1273.77	
	13580	386.25	1272.32	
	13581	396.273	1270.92	
	13582	406.367	1269.32	
	13583	416.492	1267.76	
	13584	427.203	1266.05	
	13585	437.48	1264.34	
	13586	448.34	1262.49	
	13587	459.223	1260.72	
	13588	470.125	1258.86	
	13589	481.156	1256.89	
	13590	492.285	1254.84	
	13591	503.398	1252.69	
	13592	514.84	1250.46	
	13593	526.371	1248.29	
	13594	538.086	1246.02	
	13595	549.586	1243.66	
	13596	561.469	1241.23	
	13597	573.445	1238.84	
	13598	585.484	1236.23	
	13599	597.785	1233.64	
	13600	610.238	1231.02	
	13601	622.445	1228.28	
	13602	635.223	1225.45	
	13603	647.563	1222.69	
	13604	660.398	1219.86	
	13605	673.348	1216.91	
	13606	686.32	1213.91	
	13607	699.355	1210.82	
	13608	712.434	1207.63	
	13609	725.688	1204.43	
	13610	739.273	1201.2	
	13611	752.5	1198	
	13612	766.309	1194.55	
	13613	779.996	1191.16	
	13614	793.586	1187.78	
	13615	807.48	1184.2	
	13616	821.477	1180.66	
	13617	835.574	1177.05	
	13618	849.949	1173.38	
	13619	864.289	1169.66	
	13620	878.469	1165.97	
	13621	893.203	1162.06	
	13622	907.531	1158.18	
	13623	922.363	1154.28	
	13624	937.25	1150.32	
	13625	952.129	1146.3	
	13626	967.07	1142.22	
	13627	982.145	1138.09	
	13628	997.277	1134.01	
	13629	1012.39	1129.83	
	13630	1027.67	1125.46	
	13631	1043.29	1121.2	
	13632	1058.58	1116.97	
	13633	1074.35	1112.45	
	13634	1090.14	1108.07	
	13635	1105.77	1103.61	
	13636	1121.56	1099.09	
	13637	1137.51	1094.54	
	13638	1153.58	1090.02	
	13639	1169.84	1085.37	
	13640	1186.22	1080.72	
	13641	1202.38	1076.02	
	13642	1218.71	1071.25	
	13643	1235.33	1066.43	
	13644	1251.84	1061.69	
	13645	1268.44	1056.91	
	13646	1285.3	1052	
	13647	1302.19	1047.03	
	13648	1319.04	1042.07	
	13649	1336.02	1037.08	
	13650	1353.12	1032.07	
	13651	1370.26	1027.05	
	13652	1387.38	1022.02	
	13653	1404.54	1016.96	
	13654	1422.2	1011.8	
	13655	1439.44	1006.54	
	13656	1457.19	1001.4	
	13657	1474.52	996.16	
	13658	1492.37	991.004	
	13659	1510.25	985.691	
	13660	1528.05	980.398	
	13661	1545.89	975.063	
	13662	1563.88	969.801	
	13663	1582.02	964.383	
	13664	1600.21	959.023	
	13665	1618.35	953.574	
	13666	1636.47	948.16	
	13667	1655.03	942.805	
	13668	1673.38	937.285	
	13669	1691.91	931.887	
	13670	1710.41	926.332	
	13671	1729.23	920.883	
	13672	1747.78	915.285	
	13673	1766.47	909.809	
	13674	1785.4	904.172	
	13675	1804.38	898.617	
	13676	1823.38	893.059	
	13677	1842.4	887.426	
	13678	1861.45	881.949	
	13679	1880.63	876.246	
	13680	1900.12	870.617	
	13681	1919.34	865.027	
	13682	1938.56	859.383	
	13683	1958.27	853.773	
	13684	1977.52	848.07	
	13685	1997.31	842.41	
	13686	2016.86	836.859	
	13687	2036.45	831.094	
	13688	2056.35	825.422	
	13689	2076.27	819.871	
	13690	2096.18	814.109	
	13691	2116.12	808.426	
	13692	2136.13	802.891	
	13693	2156.2	797.121	
	13694	2176.29	791.441	
	13695	2196.37	785.922	
	13696	2216.47	780.168	
	13697	2236.94	774.492	
	13698	2257.3	768.984	
	13699	2277.52	763.281	
	13700	2298.25	757.656	
	13701	2318.5	752.055	
	13702	2339.3	746.41	
	13703	2359.82	740.926	
	13704	2380.45	735.258	
	13705	2401.32	729.723	
	13706	2422.19	724.113	
	13707	2442.94	718.563	
	13708	2463.7	713.063	
	13709	2484.6	707.523	
	13710	2505.59	702.063	
	13711	2526.66	696.566	
	13712	2547.85	691.109	
	13713	2569.13	685.738	
	13714	2590.29	680.289	
	13715	2611.4	674.98	
	13716	2632.58	669.477	
	13717	2654.18	664.152	
	13718	2675.4	658.941	
	13719	2696.84	653.52	
	13720	2718.35	648.301	
	13721	2739.83	643.063	
	13722	2761.38	637.926	
	13723	2783.14	632.66	
	13724	2804.51	627.465	
	13725	2826.36	622.398	
	13726	2848.22	617.309	
	13727	2869.84	612.242	
	13728	2891.53	607.23	
	13729	2913.44	602.254	
	13730	2935.38	597.328	
	13731	2957.37	592.402	
	13732	2979.35	587.484	
	13733	3001.35	582.754	
	13734	3023.38	578	
	13735	3045.4	573.168	
	13736	3067.45	568.449	
	13737	3089.6	563.926	
	13738	3111.97	559.227	
	13739	3134.26	554.691	
	13740	3156.38	550.141	
	13741	3178.55	545.742	
	13742	3201.14	541.301	
	13743	3223.38	537	
	13744	3245.66	532.617	
	13745	3268.29	528.383	
	13746	3290.48	524.156	
	13747	3313.21	520.043	
	13748	3335.48	516.016	
	13749	3358.27	511.996	
	13750	3380.57	508.016	
	13751	3403.34	504.066	
	13752	3425.97	500.215	
	13753	3448.45	496.426	
	13754	3471.3	492.797	
	13755	3493.97	489.078	
	13756	3516.48	485.473	
	13757	3539.38	482.031	
	13758	3562.25	478.531	
	13759	3584.93	475.188	
	13760	3607.56	471.992	
	13761	3630.44	468.746	
	13762	3653.37	465.52	
	13763	3676.3	462.449	
	13764	3699.22	459.457	
	13765	3722.05	456.578	
	13766	3744.85	453.859	
	13767	3767.68	451.047	
	13768	3790.57	448.387	
	13769	3813.5	445.887	
	13770	3836.44	443.695	
	13771	3859.43	441.234	
	13772	3882.41	438.949	
	13773	3905.41	436.758	
	13774	3928.41	434.645	
	13775	3951.41	432.605	
	13776	3974.41	430.688	
	13777	3997.43	428.793	
	13778	4020.44	427.09	
	13779	4043.44	425.395	
	13780	4066.47	423.879	
	13781	4089.5	422.438	
	13782	4112.54	421.137	
	13783	4135.55	419.898	
	13784	4158.59	418.785	
	13785	4181.61	417.785	
	13786	4204.63	416.887	
	13787	4227.64	416.129	
	13788	4250.65	415.418	
	13789	4273.64	414.891	
	13790	4296.63	414.449	
	13791	4319.61	414.148	
	13792	4342.55	413.969	
	13793	4365.52	413.879	
	13794	4388.45	413.949	
	13795	4411.41	414.133	
	13796	4434.35	414.398	
	13797	4457.28	414.844	
	13798	4480.21	415.395	
	13799	4503.09	416.129	
	13800	4525.78	416.961	
	13801	4548.52	417.922	
	13802	4571.35	419.047	
	13803	4594.21	420.254	
	13804	4616.84	421.695	
	13805	4639.43	423.168	
	13806	4662.23	424.82	
	13807	4684.75	426.703	
	13808	4707.33	428.652	
	13809	4729.97	430.754	
	13810	4752.37	432.992	
	13811	4774.91	435.352	
	13812	4797.29	437.949	
	13813	4819.54	440.699	
	13814	4842.08	443.535	
	13815	4864.28	446.578	
	13816	4886.4	449.77	
	13817	4908.53	453.098	
	13818	4930.64	456.617	
	13819	4952.74	460.227	
	13820	4974.72	464.102	
	13821	4996.6	468.098	
	13822	5018.44	472.227	
	13823	5040.31	476.594	
	13824	5062.16	481.066	
	13825	5083.62	485.762	
	13826	5105.28	490.59	
	13827	5126.72	495.598	
	13828	5148.23	500.77	
	13829	5169.44	506.117	
	13830	5190.72	511.668	
	13831	5212.03	517.285	
	13832	5233.13	523.172	
	13833	5254.08	529.219	
	13834	5274.89	535.438	
	13835	5295.53	541.844	
	13836	5316.31	548.398	
	13837	5336.95	555.164	
	13838	5357.33	562.121	
	13839	5377.64	569.191	
	13840	5398.08	576.473	
	13841	5418.21	583.941	
	13842	5438.21	591.602	
	13843	5458.16	599.348	
	13844	5477.78	607.328	
	13845	5497.4	615.512	
	13846	5517.08	623.816	
	13847	5536.32	632.316	
	13848	5555.52	641.02	
	13849	5574.66	649.832	
	13850	5593.64	658.844	
	13851	5612.46	668.055	
	13852	5631.27	677.348	
	13853	5649.81	686.875	
	13854	5668.26	696.59	
	13855	5686.41	706.363	
	13856	5704.48	716.355	
	13857	5722.44	726.551	
	13858	5740.31	736.828	
	13859	5758.05	747.277	
	13860	5775.37	757.91	
	13861	5792.62	768.711	
	13862	5809.88	779.602	
	13863	5826.8	790.668	
	13864	5843.53	801.801	
	13865	5860.28	813.137	
	13866	5876.63	824.633	
	13867	5893.14	836.176	
	13868	5909.21	847.914	
	13869	5925.17	859.77	
	13870	5940.8	871.77	
	13871	5956.37	883.816	
	13872	5971.8	896.055	
	13873	5987.16	908.336	
	13874	6002.19	920.777	
	13875	6017.05	933.305	
	13876	6031.53	945.969	
	13877	6046.21	958.734	
	13878	6060.39	971.539	
	13879	6074.46	984.418	
	13880	6088.44	997.438	
	13881	6102.3	1010.57	
	13882	6115.93	1023.76	
	13883	6129.29	1036.98	
	13884	6142.42	1050.27	
	13885	6155.44	1063.73	
	13886	6168.35	1077.14	
	13887	6181.18	1090.7	
	13888	6193.46	1104.21	
	13889	6205.95	1117.84	
	13890	6218.16	1131.55	
	13891	6230.11	1145.25	
	13892	6241.74	1159.05	
	13893	6253.35	1172.83	
	13894	6264.79	1186.73	
	13895	6276.18	1200.59	
	13896	6287.23	1214.46	
	13897	6298.18	1228.37	
	13898	6308.8	1242.33	
	13899	6319.34	1256.31	
	13900	6329.76	1270.29	
	13901	6340.16	1284.29	
	13902	6350.2	1298.29	
	13903	6360.15	1312.31	
	13904	6369.74	1326.32	
	13905	6379.32	1340.33	
	13906	6388.77	1354.34	
	13907	6398.18	1368.34	
	13908	6407.23	1382.32	
	13909	6416.22	1396.29	
	13910	6425.07	1410.25	
	13911	6433.53	1424.19	
	13912	6442.21	1438.13	
	13913	6450.43	1452.02	
	13914	6458.63	1466.09	
	13915	6466.77	1479.99	
	13916	6474.64	1493.8	
	13917	6482.43	1507.54	
	13918	6490.24	1521.24	
	13919	6497.61	1534.96	
	13920	6505.21	1548.59	
	13921	6512.33	1562.13	
	13922	6519.41	1575.73	
	13923	6526.41	1589.17	
	13924	6533.33	1602.66	
	13925	6540.2	1616.01	
	13926	6546.6	1629.33	
	13927	6553.23	1642.63	
	13928	6559.44	1655.84	
	13929	6565.81	1668.97	
	13930	6572.07	1682.01	
	13931	6578.09	1695.01	
	13932	6583.95	1707.98	
	13933	6589.58	1720.85	
	13934	6595.34	1733.62	
	13935	6601.05	1746.29	
	13936	6606.37	1758.97	
	13937	6611.74	1771.51	
	13938	6617.16	1783.98	
	13939	6622.24	1796.36	
	13940	6627.28	1808.7	
	13941	6632.25	1820.94	
	13942	6637.18	1833.01	
	13943	6641.86	1845.03	
	13944	6646.42	1857.01	
	13945	6651.19	1868.92	
	13946	6655.44	1880.67	
	13947	6660.07	1892.31	
	13948	6664.28	1903.93	
	13949	6668.41	1915.36	
	13950	6672.47	1926.76	
	13951	6676.51	1938	
	13952	6680.49	1949.14	
	13953	6684.41	1960.21	
	13954	6688.29	1971.16	
	13955	6692.13	1982.01	
	13956	6695.5	1992.8	
	13957	6699.24	2003.39	
	13958	6702.56	2013.95	
	13959	6706.2	2024.31	
	13960	6709.37	2034.64	
	13961	6712.58	2044.82	
	13962	6715.93	2054.89	
	13963	6719.13	2064.83	
	13964	6722.16	2074.64	
	13965	6725.16	2084.32	
	13966	6728.06	2093.95	
	13967	6730.78	2103.37	
	13968	6733.45	2112.73	
	13969	6736.31	2121.96	
	13970	6739.08	2131.01	
	13971	6741.45	2140	
	13972	6744.2	2148.87	
	13973	6746.45	2157.55	
	13974	6749.13	2166.07	
	13975	6751.33	2174.59	
	13976	6753.52	2182.92	
	13977	6755.96	2191.03	
	13978	6758.19	2199.07	
	13979	6760.26	2207.01	
	13980	6762.3	2214.85	
	13981	6764.32	2222.46	
	13982	6766.29	2229.98	
	13983	6768.25	2237.32	
	13984	6770.19	2244.58	
	13985	6771.96	2251.67	
	13986	6773.53	2258.62	
	13987	6775.35	2265.39	
	13988	6777.16	2272.02	
	13989	6778.55	2278.6	
	13990	6780.27	2284.98	
	13991	6781.73	2291.16	
	13992	6783.28	2297.26	
	13993	6784.59	2303.17	
	13994	6786.2	2308.99	
	13995	6787.39	2314.64	
	13996	6788.64	2320.06	
	13997	6790.13	2325.43	
	13998	6791.25	2330.64	
	13999	6792.35	2335.66	
	14000	6793.43	2340.51	
	14001	6794.46	2345.18	
	14002	6795.5	2349.78	
	14003	6796.52	2354.11	
	14004	6797.49	2358.38	
	14005	6798.44	2362.47	
	14006	6799.38	2366.39	
	14007	6800.28	2370.13	
	14008	6801.18	2373.81	
	14009	6801.86	2377.21	
	14010	6802.44	2380.54	
	14011	6803.28	2383.69	
	14012	6804	2386.66	
	14013	6804.44	2389.45	
	14014	6805.21	2392.05	
	14015	6805.52	2394.61	
	14016	6806.22	2396.95	
	14017	6806.5	2399.04	
	14018	6807.17	2401.02	
	14019	6807.39	2402.93	
	14020	6807.78	2404.56	
	14021	6808.21	2406.01	
	14022	6808.38	2407.33	
	14023	6808.51	2408.49	
	14024	6808.89	2409.45	
	14025	6809.16	2410.23	
	14026	6809.22	2410.9	
	14027	6809.28	2411.29	

Motion Trackers	Spider	Track Point #2	Feature Center
	Frame	X pixels	Y pixels	
	11231	6228	2372	
	11232	6228.25	2372.25	
	11233	6228.25	2372.25	
	11234	6228.25	2372.25	
	11235	6228.25	2372.25	
	11236	6228.25	2372.25	
	11237	6228.25	2372.25	
	11238	6228.25	2372.25	
	11239	6228.25	2372.25	
	11240	6228.25	2372.25	
	11241	6228.25	2372.25	
	11242	6228.25	2372.25	
	11243	6228.25	2372.25	
	11244	6228.25	2372.25	
	11245	6228.25	2372.25	
	11246	6228.25	2372.25	
	11247	6228.25	2372.25	
	11248	6228.25	2372.25	
	11249	6228.25	2372.25	
	11250	6228.25	2372.25	
	11251	6228.25	2372.25	
	11252	6228.25	2372.25	
	11253	6228.25	2372.25	
