Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	100
	Source Height	100
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Transform	Scale
	Frame	X percent	Y percent	Z percent	
	280	100	100	100	
	281	100	100	100	
	282	100	100	100	
	283	100	100	100	
	284	100.008	100.008	100	
	285	100.008	100.008	100	
	286	100.008	100.008	100	
	287	100.008	100.008	100	
	288	100.012	100.012	100	
	289	100.004	100.004	100	
	290	100	100	100	
	291	100	100	100	
	292	99.996	99.996	100	
	293	99.988	99.988	100	
	294	99.9801	99.9801	100	
	295	99.9841	99.9841	100	
	296	99.9761	99.9761	100	
	297	99.9761	99.9761	100	
	298	99.9761	99.9761	100	
	299	99.9761	99.9761	100	
	300	99.9841	99.9841	100	
	301	99.9841	99.9841	100	
	302	100.012	100.012	100	
	303	100.016	100.016	100	
	304	100.02	100.02	100	
	305	100.012	100.012	100	
	306	100.016	100.016	100	
	307	100.016	100.016	100	
	308	100.016	100.016	100	
	309	100.012	100.012	100	
	310	100.016	100.016	100	
	311	100.016	100.016	100	
	312	100.016	100.016	100	
	313	100.012	100.012	100	
	314	100.008	100.008	100	
	315	100.012	100.012	100	
	316	100.012	100.012	100	
	317	100.008	100.008	100	
	318	99.9841	99.9841	100	
	319	99.9801	99.9801	100	
	320	99.9761	99.9761	100	
	321	99.9761	99.9761	100	
	322	99.9761	99.9761	100	
	323	99.9721	99.9721	100	
	324	99.9681	99.9681	100	
	325	99.9681	99.9681	100	
	326	99.9721	99.9721	100	
	327	99.9721	99.9721	100	
	328	99.9721	99.9721	100	
	329	99.9721	99.9721	100	
	330	99.9721	99.9721	100	
	331	99.9761	99.9761	100	
	332	99.9761	99.9761	100	
	333	99.9761	99.9761	100	
	334	99.9761	99.9761	100	
	335	99.9761	99.9761	100	
	336	99.9761	99.9761	100	
	337	99.9761	99.9761	100	
	338	99.9721	99.9721	100	
	339	99.9721	99.9721	100	
	340	99.9761	99.9761	100	
	341	99.9761	99.9761	100	
	342	99.9721	99.9721	100	
	343	99.9721	99.9721	100	
	344	99.9721	99.9721	100	
	345	99.9721	99.9721	100	
	346	99.9761	99.9761	100	
	347	99.9761	99.9761	100	
	348	99.9721	99.9721	100	
	349	99.9761	99.9761	100	
	350	99.9761	99.9761	100	
	351	99.9721	99.9721	100	
	352	99.9721	99.9721	100	
	353	99.9761	99.9761	100	
	354	99.9721	99.9721	100	
	355	99.9761	99.9761	100	
	356	99.9761	99.9761	100	
	357	99.9761	99.9761	100	
	358	99.9761	99.9761	100	
	359	99.9761	99.9761	100	
	360	99.9761	99.9761	100	
	361	99.9761	99.9761	100	
	362	99.9761	99.9761	100	
	363	99.9721	99.9721	100	
	364	99.9721	99.9721	100	
	365	99.9721	99.9721	100	
	366	99.9761	99.9761	100	
	367	99.9761	99.9761	100	
	368	99.9761	99.9761	100	
	369	99.9721	99.9721	100	
	370	99.9721	99.9721	100	
	371	99.9721	99.9721	100	
	372	99.9721	99.9721	100	
	373	99.9721	99.9721	100	
	374	99.9721	99.9721	100	
	375	99.9721	99.9721	100	
	376	99.9721	99.9721	100	
	377	99.9721	99.9721	100	
	378	99.9721	99.9721	100	
	379	99.9721	99.9721	100	
	380	99.9721	99.9721	100	
	381	99.9721	99.9721	100	
	382	99.9721	99.9721	100	
	383	99.9721	99.9721	100	
	384	99.9721	99.9721	100	
	385	99.9721	99.9721	100	
	386	99.9761	99.9761	100	
	387	99.9761	99.9761	100	
	388	99.9761	99.9761	100	
	389	99.9761	99.9761	100	
	390	99.9801	99.9801	100	
	391	99.9801	99.9801	100	
	392	99.9841	99.9841	100	
	393	99.9841	99.9841	100	
	394	99.9841	99.9841	100	
	395	99.9841	99.9841	100	
	396	99.9841	99.9841	100	
	397	99.9841	99.9841	100	
	398	99.9881	99.9881	100	
	399	99.9881	99.9881	100	
	400	99.9841	99.9841	100	
	401	99.9881	99.9881	100	
	402	99.9881	99.9881	100	
	403	99.9881	99.9881	100	
	404	99.9881	99.9881	100	
	405	99.9881	99.9881	100	
	406	99.9841	99.9841	100	
	407	99.9801	99.9801	100	
	408	99.9761	99.9761	100	
	409	99.9761	99.9761	100	
	410	99.9761	99.9761	100	
